Rk,Player,Tm,Pos,Shift,GP,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,-9999
362,Jacob Middleton,MIN,D,0:37,75,15:30,-4.4,2.4,2.5,0:01,-6.5,0.0,0.0,1:58,-0.4,1.2,8.1,middlja01
363,Jacob Moverare,LAK,D,1:36,15,8:45,4.3,1.4,3.2,0:00,,0.0,0.0,0:00,,0.0,0.0,moverja01
364,Jacob Quillan,TOR,F,0:44,23,8:47,-4.2,1.8,3.3,0:01,12.2,0.0,0.0,1:27,4.2,0.0,8.9,quillja01
365,Jacob Trouba,ANA,D,0:46,81,19:03,-1.0,2.9,3.1,0:40,-2.5,3.3,1.1,3:04,-0.6,1.0,9.4,troubja01
366,Jaden Schwartz,SEA,C,0:50,50,13:39,-1.9,2.8,2.5,1:38,1.2,4.4,0.0,0:50,-0.3,1.4,10.1,schwaja01
367,Jake Bean,CGY,D,0:39,16,15:24,3.6,1.7,3.4,0:04,16.2,0.0,0.0,0:27,-9.4,0.0,8.1,beanja01
368,Jake Christiansen,CBJ,D,0:55,40,9:52,1.5,1.2,2.3,0:00,7.6,0.0,0.0,0:09,-2.3,0.0,18.2,chrisja01
369,Jake DeBrusk,VAN,LW,0:48,81,13:02,0.1,2.0,3.6,3:05,1.1,9.1,1.0,0:43,-1.1,1.0,6.2,debruja01
370,Jake Evans,MTL,C/RW,0:45,68,12:25,-4.2,2.1,2.8,0:02,-5.0,0.0,0.0,2:53,-3.4,0.6,9.8,evansja02
371,Jake Guentzel,TBL,C,0:44,81,14:50,1.4,4.1,3.4,4:03,9.6,8.2,1.1,1:20,2.2,2.2,9.4,guentja01
372,Jake Livanavage,PIT,D,0:52,1,22:22,-23.0,2.7,8.0,2:52,,0.0,0.0,0:00,,,,livanja01
373,Jake McCabe,TOR,D,0:41,80,19:17,-1.7,3.1,3.1,0:18,2.1,5.0,0.0,2:48,-3.3,0.8,7.0,mccabja01
374,Jake Neighbours,STL,LW,0:47,69,13:04,1.4,3.1,3.4,2:06,-0.8,8.7,0.8,0:02,49.1,0.0,21.4,neighja01
375,Jake Sanderson,OTT,D,0:48,67,18:37,4.0,3.3,2.5,3:15,1.5,11.5,0.5,2:57,-6.6,0.9,9.1,sandeja01
376,Jake Walman,EDM,D,0:41,53,17:03,-4.1,2.6,3.8,0:42,4.3,9.7,0.0,0:59,2.9,2.3,8.0,walmaja01
377,Jakob Chychrun,WSH,D,0:50,80,19:55,5.5,3.5,2.6,3:01,2.9,6.5,1.5,0:23,15.9,0.0,5.7,chychja01
378,Jakob Pelletier,TBL,LW,0:36,5,8:47,4.8,0.0,1.4,0:33,-47.2,0.0,0.0,0:00,,,,pelleja01
379,Jalen Chatfield,CAR,D,0:33,72,17:44,-2.5,3.1,2.6,0:03,-5.7,0.0,0.0,2:20,-4.3,1.8,6.4,chatfja01
380,James Hagens,BOS,C,0:40,2,14:33,3.5,2.1,0.0,0:00,,,,0:00,,,,hagenja01
381,James van Riemsdyk,DET,LW,0:38,72,9:54,-0.5,1.9,3.2,1:50,1.2,10.9,0.9,0:00,,0.0,0.0,vanrija01
382,Jamie Benn,DAL,LW,0:32,60,11:46,-3.6,3.4,2.7,1:29,2.1,10.0,0.0,0:01,-11.1,0.0,0.0,bennja01
383,Jamie Drysdale,PHI,D,0:41,78,19:06,-0.5,2.6,2.5,2:18,3.3,5.0,1.7,0:08,-8.5,0.0,16.4,drysdja01
384,Jamie Oleksiak,SEA,D,0:30,78,15:15,0.5,2.6,2.2,0:00,-55.1,0.0,0.0,1:39,-3.2,0.0,12.1,oleksja01
385,Jani Nyman,SEA,RW,0:44,28,9:45,1.7,1.5,2.6,0:48,0.5,8.0,0.0,0:00,,,,nymanja01
386,Jansen Harkins,ANA,C,0:40,44,9:17,-2.4,1.5,2.3,0:13,12.8,0.0,0.0,0:04,-12.7,0.0,0.0,harkija01
387,Jared Davidson,MTL,C,0:41,10,8:42,-4.0,1.4,4.1,0:00,,,,0:00,,0.0,0.0,davidja01
388,Jared McCann,SEA,C,0:41,52,13:28,5.0,3.1,3.3,2:51,5.9,7.3,2.0,0:06,-6.2,0.0,11.0,mccanja01
389,Jared Spurgeon,MIN,D,0:41,79,16:22,-0.4,2.2,2.0,1:29,-3.3,7.1,1.0,1:43,-6.1,0.4,6.6,spurgja01
390,Jared Wright,LAK,RW,0:44,23,11:23,-1.1,1.8,1.8,0:00,,,,0:02,-13.7,0.0,0.0,wrighja03
391,Jaroslav Chmelar,NYR,RW,0:44,28,9:04,-2.1,1.9,2.4,0:04,13.7,29.8,0.0,0:00,,0.0,0.0,chmelja01
392,Jason Dickinson,TOT,C,0:37,64,13:19,3.4,2.4,3.2,0:05,-51.5,0.0,0.0,2:07,3.9,1.2,5.2,dickija01
393,Jason Polin,COL,F,0:44,4,7:34,13.3,2.0,0.0,0:00,,,,0:00,,,,polinja01
394,Jason Robertson,DAL,LW,0:41,82,16:21,6.1,3.7,2.4,3:52,3.7,11.9,1.1,0:01,49.5,0.0,0.0,roberja01
395,Jason Zucker,BUF,LW,0:41,62,12:15,-1.1,3.2,3.3,3:21,1.8,8.9,1.2,0:00,-9.2,0.0,0.0,zuckeja01
396,Jaycob Megna,VEG,D,0:42,4,10:24,-7.5,0.0,7.2,0:00,,,,0:12,,0.0,0.0,megnaja02
397,Jayden Struble,MTL,D,0:54,59,13:52,1.0,2.6,2.3,0:00,11.9,0.0,0.0,0:07,15.4,0.0,0.0,strubja01
398,Jean-Gabriel Pageau,NYI,C,0:38,74,12:52,-4.6,2.6,2.9,0:22,-4.2,2.2,4.4,2:24,-0.3,2.4,8.4,pageaje01
399,Jeff Malott,LAK,F,0:39,58,8:45,0.6,2.1,3.2,0:00,-89.1,0.0,0.0,0:03,0.4,0.0,17.8,malotje01
400,Jeff Petry,TOT,D,0:36,67,13:21,-0.8,2.2,2.9,0:40,-3.8,5.4,0.0,0:44,3.6,0.0,5.7,petryje01
401,Jeff Skinner,SJS,LW/C,0:47,32,10:35,-0.7,2.3,3.7,1:45,-1.7,9.6,0.0,0:00,,,,skinnje01
402,Jeffrey Viel,TOT,F,0:35,45,11:45,0.8,2.9,3.2,0:08,7.2,9.3,0.0,0:01,,0.0,0.0,vielje01
403,Jeremy Lauzon,VEG,D,0:34,68,15:15,-2.5,2.6,2.9,0:01,,0.0,0.0,1:54,-1.0,0.9,8.3,lauzoje01
404,Jesper Boqvist,FLA,C,0:32,73,10:42,-5.1,1.7,2.5,0:27,1.7,1.8,0.0,0:39,2.2,0.0,7.4,boqvije01
405,Jesper Bratt,NJD,W,0:50,82,15:01,8.6,3.2,3.7,2:56,-1.0,8.4,0.7,0:46,5.7,1.9,3.7,brattje01
406,Jesperi Kotkaniemi,CAR,C,0:30,42,10:55,-3.6,2.6,2.1,0:16,3.9,5.2,5.2,0:08,7.4,0.0,0.0,kotkaje01
407,Jett Luchanko,PHI,F,0:49,4,8:52,-0.1,0.0,5.1,0:00,,,,0:06,,0.0,0.0,luchaje01
408,Jimmy Snuggerud,STL,RW,0:46,70,14:25,-0.1,3.4,2.3,2:15,2.1,7.6,0.8,0:00,,0.0,0.0,snuggji01
409,Jiri Kulich,BUF,C,0:39,12,14:42,3.3,2.4,3.7,1:38,-9.2,0.0,0.0,0:01,,0.0,0.0,kulicji01
410,JJ Peterka,UTA,RW,0:42,82,14:01,0.6,2.8,2.5,1:56,-5.1,4.5,0.0,0:00,-11.0,0.0,50.7,peterjo01
411,Joakim Kemell,NSH,RW,0:51,16,9:13,-7.7,2.4,2.0,0:34,-24.0,0.0,0.0,0:36,17.8,6.2,12.3,kemeljo01
412,Joe Veleno,MTL,C,0:37,61,10:31,-2.6,1.7,2.9,0:02,-39.3,0.0,0.0,1:31,1.3,0.6,2.6,velenjo01
413,Joel Armia,LAK,RW,0:36,67,11:58,-3.3,1.9,2.1,0:42,-6.7,3.8,2.6,1:23,10.2,3.2,5.8,armiajo01
414,Joel Edmundson,LAK,D,0:46,82,15:59,-2.9,2.7,2.2,0:03,-4.8,33.6,0.0,2:25,-6.9,0.6,10.8,edmunjo01
415,Joel Eriksson Ek,MIN,C/LW,1:01,70,13:56,3.0,3.6,2.7,3:32,6.5,9.9,0.2,1:35,0.1,1.1,8.1,eriksjo02
416,Joel Farabee,CGY,LW,0:58,82,13:48,-0.1,2.3,3.1,1:06,-1.5,4.0,0.7,2:00,-0.7,2.6,7.3,farabjo01
417,Joel Hanley,CGY,D,0:31,68,13:41,5.1,1.7,2.2,0:01,,0.0,0.0,0:57,3.7,2.8,10.2,hanlejo01
418,Joel Kiviranta,COL,F,0:36,51,9:16,2.0,2.5,1.6,0:03,11.5,0.0,0.0,1:02,9.9,0.0,2.3,kivirjo01
419,Joel Nystrom,CAR,D,0:35,38,14:00,-0.1,2.8,2.1,0:03,-23.3,0.0,0.0,1:07,5.0,0.0,11.3,nystrjo01
420,John Beecher,TOT,C,0:35,35,8:47,-5.5,1.1,2.2,0:03,,0.0,0.0,1:34,-7.0,0.0,0.0,beechjo01
421,John Carlson,TOT,D,0:50,71,18:06,6.9,3.6,3.7,2:43,4.9,10.2,1.1,2:19,6.0,0.0,10.2,carlsjo01
422,John Hayden,SEA,C,0:35,3,9:00,-13.7,0.0,2.2,0:00,,,,1:04,44.4,0.0,0.0,haydejo01
423,John Klingberg,SJS,D,1:01,56,17:28,5.0,3.3,3.7,2:57,-0.5,5.8,2.2,0:02,24.2,0.0,27.7,klingjo01
424,John Leonard,DET,LW,0:39,11,10:19,-0.4,1.1,2.6,1:10,-17.5,9.3,0.0,0:00,,,,leonajo01
425,John Marino,UTA,D,0:38,80,18:28,1.8,3.7,2.1,0:04,0.9,9.1,0.0,1:39,-0.6,2.3,6.8,marinjo01
426,John Tavares,TOR,C,0:43,82,15:26,5.1,3.2,4.1,2:42,-2.3,8.4,1.9,0:01,39.7,0.0,0.0,tavarjo01
427,Johnathan Kovacevic,NJD,D,0:50,34,16:14,-1.6,2.7,2.8,0:02,10.9,0.0,0.0,1:35,-1.6,1.1,6.6,kovacjo01
428,Jonah Gadjovich,FLA,LW,0:28,10,7:55,-8.0,2.3,0.8,0:01,5.4,0.0,0.0,0:00,,,,gadjojo01
429,Jonas Brodin,MIN,D,0:41,62,18:16,0.5,2.8,1.9,0:04,-15.1,12.7,0.0,1:55,3.8,1.0,5.5,brodijo01
430,Jonas Røndbjerg,VEG,RW,0:37,4,11:40,-0.3,2.6,5.1,0:00,,,,0:24,-7.1,0.0,0.0,rondbjo01
431,Jonas Siegenthaler,NJD,D,0:41,82,17:43,-3.4,2.2,2.6,0:02,-23.6,22.0,0.0,1:43,1.4,0.8,9.7,siegejo01
432,Jonatan Berggren,TOT,RW,0:38,51,12:38,-3.5,1.8,2.5,1:09,-9.8,8.9,4.4,0:00,,,,berggjo02
433,Jonathan Aspirot,BOS,D,0:39,61,15:36,-0.1,3.7,1.9,0:01,15.0,44.4,0.0,1:06,5.3,1.8,7.1,aspirjo01
434,Jonathan Drouin,TOT,LW,0:49,64,14:02,4.4,2.1,2.1,2:48,2.3,4.9,1.1,0:00,,0.0,0.0,drouijo01
435,Jonathan Huberdeau,CGY,LW,1:01,50,14:13,2.9,2.4,3.0,2:54,-1.1,6.2,0.4,0:59,4.6,0.0,3.6,huberjo01
436,Jonathan Lekkerimäki,VAN,RW,0:37,13,9:55,-10.2,1.4,2.3,1:45,9.5,0.0,2.6,0:00,,,,lekkejo01
437,Jonathan Marchessault,NSH,C,0:44,62,13:54,-2.7,2.6,3.8,2:47,2.8,8.0,0.7,0:00,,0.0,0.0,audymjo01
438,Jonathan Toews,WPG,C,0:48,82,12:23,-0.7,1.7,2.7,1:58,-0.3,6.3,1.1,0:07,-13.4,0.0,23.9,toewsjo01
439,Jonny Brodzinski,NYR,C,0:42,55,10:31,-1.2,1.9,2.0,0:38,-7.5,3.4,0.0,0:00,,,,brodzjo01
440,Joona Koppanen,PIT,LW,0:41,13,10:32,-2.0,1.8,2.6,0:00,,0.0,0.0,1:35,1.7,0.0,2.9,koppajo01
441,Jordan Eberle,SEA,RW,0:38,80,15:43,4.1,3.1,2.7,2:41,5.2,7.5,1.7,0:03,6.7,0.0,23.3,eberljo01
442,Jordan Greenway,BUF,LW,0:48,40,10:34,-7.6,1.3,2.8,0:01,12.3,0.0,0.0,1:50,-2.5,0.8,2.4,greenjo02
443,Jordan Harris,BOS,D,0:45,8,14:17,5.3,2.1,2.1,0:03,,0.0,0.0,1:32,21.6,0.0,9.7,harrijo01
444,Jordan Kyrou,STL,C,0:36,72,13:33,8.7,2.8,3.1,2:10,-5.2,6.2,0.4,0:00,-10.8,0.0,0.0,kyroujo01
445,Jordan Martinook,CAR,LW,0:37,77,12:38,-1.9,3.1,3.0,0:02,11.0,0.0,0.0,2:09,-13.3,1.1,8.7,martijo01
446,Jordan Oesterle,NSH,D,0:54,1,14:05,-7.3,0.0,4.3,0:00,,,,0:00,,,,oestejo01
447,Jordan Spence,OTT,D,0:29,73,17:16,11.1,2.9,2.1,1:16,-3.5,3.9,0.6,0:10,5.3,0.0,9.3,spencjo01
448,Jordan Staal,CAR,C,0:32,75,13:09,-2.1,3.0,2.9,0:47,5.7,13.0,0.0,2:13,-10.5,1.1,8.3,staaljo01
449,Jorian Donovan,OTT,D,0:40,2,6:58,-26.6,0.0,0.0,0:00,,,,0:03,,0.0,0.0,donovjo01
450,Joseph LaBate,VAN,C,0:34,1,9:32,-14.8,0.0,6.3,0:00,,,,0:00,,,,labatjo01
451,Josh Anderson,MTL,RW,0:48,72,11:41,-2.4,2.4,3.0,0:04,12.3,0.0,0.0,2:14,1.9,1.5,8.1,anderjo05
452,Josh Doan,BUF,RW,0:46,82,13:04,2.7,3.4,3.4,2:46,1.5,8.4,1.1,0:00,,0.0,0.0,doanjo01
453,Josh Mahura,SEA,D,0:34,23,14:22,-5.2,2.9,1.5,0:05,-25.8,0.0,0.0,1:11,0.6,0.0,8.7,mahurjo01
454,Josh Manson,COL,D,0:57,79,15:45,0.6,4.1,2.1,0:03,11.0,0.0,0.0,1:57,-3.5,0.4,7.7,mansojo01
455,Josh Morrissey,WPG,D,0:53,77,20:52,1.6,3.2,2.8,3:06,-6.2,8.0,1.3,0:44,5.0,0.0,10.5,morrijo04
456,Josh Samanski,EDM,F,0:37,24,10:04,-1.7,2.7,2.2,0:01,,0.0,0.0,0:27,9.1,0.0,0.0,samanjo01
457,Joshua Dunne,BUF,C,0:36,34,9:20,0.5,1.1,2.5,0:01,-87.0,0.0,0.0,0:05,-9.2,0.0,18.8,dunnejo01
458,Joshua Norris,BUF,C,0:36,44,12:30,0.6,4.4,2.8,3:16,7.2,8.3,1.2,0:02,-10.1,0.0,0.0,norrijo01
459,Joshua Roy,MTL,RW,0:36,3,9:40,10.1,2.1,2.1,0:07,-78.6,0.0,0.0,0:00,,,,royjo01
460,Josiah Slavin,CAR,LW,0:52,2,13:12,8.1,2.3,0.0,0:00,,,,1:48,1.2,0.0,0.0,slavijo01
461,Juho Lammikko,NJD,RW,0:37,24,9:48,-9.0,1.3,2.3,0:01,10.3,0.0,0.0,0:02,,0.0,0.0,lammiju01
462,Juraj Slafkovsky,MTL,LW,0:53,82,15:13,1.8,3.7,3.1,3:17,5.8,10.4,0.4,0:01,-12.5,0.0,0.0,slafkju01
463,Justin Barron,NSH,D,0:43,52,13:37,1.5,2.4,2.5,0:14,-7.2,0.0,0.0,0:23,2.9,3.0,5.9,barroju01
464,Justin Brazeau,PIT,F,0:41,64,11:36,-0.8,3.5,2.9,1:01,-6.9,6.4,1.8,0:00,,0.0,0.0,brazeju01
465,Justin Danforth,BUF,RW/C,0:38,4,8:57,-9.1,0.0,3.3,0:07,,0.0,0.0,2:37,-13.0,0.0,0.0,danfoju01
466,Justin Dowling,NYR,C,0:39,2,7:11,-4.5,0.0,4.2,0:00,,,,0:00,,,,dowliju01
467,Justin Faulk,TOT,D,0:43,78,18:34,-4.7,2.6,3.5,1:56,-11.6,0.0,0.0,1:29,-8.9,0.0,12.1,faulkju01
468,Justin Holl,STL,D,0:41,9,15:07,-5.2,3.5,1.3,0:00,,,,0:32,30.0,0.0,0.0,hollju01
469,Justin Hryckowian,DAL,F,0:38,81,11:22,0.9,2.5,2.3,0:37,4.7,7.1,1.2,1:17,-0.4,0.0,4.0,hryckju01
470,Justin Kirkland,CGY,LW,0:39,20,8:10,-0.7,2.2,1.8,0:01,,0.0,0.0,1:37,4.2,0.0,5.5,kirklju01
471,Justin Robidas,CAR,C,0:51,2,10:41,-2.5,2.8,2.8,0:00,,,,0:00,,,,robidju01
472,Justin Sourdif,WSH,RW,0:48,78,13:35,1.0,3.0,2.0,1:00,-1.7,6.8,0.8,0:07,8.9,0.0,0.0,sourdju01
473,Juuso Pärssinen,NYR,C,0:35,20,8:47,-8.3,2.4,1.0,0:00,,0.0,0.0,0:02,,0.0,0.0,parssju01
474,K'Andre Miller,CAR,D,0:36,72,19:30,2.7,3.0,2.9,0:59,0.3,5.1,1.7,1:53,1.2,2.2,7.0,milleka01
475,Kaapo Kakko,SEA,RW,0:42,65,12:47,0.8,3.2,2.1,1:27,-4.3,7.0,0.6,0:00,,0.0,0.0,kakkoka01
476,Kaedan Korczak,VEG,D,0:32,78,15:28,-0.1,2.6,2.3,0:02,-39.7,0.0,0.0,0:26,5.6,0.0,8.6,korczka01
477,Kai Uchacz,VEG,F,0:39,3,11:31,-14.8,1.7,3.5,0:24,-40.0,0.0,0.0,0:15,-12.9,0.0,0.0,uchacka01
478,Kaiden Guhle,MTL,D,0:47,39,17:44,-5.4,2.3,2.1,0:01,13.0,69.2,0.0,1:41,-1.1,1.8,5.4,guhleka01
479,Kailer Yamamoto,UTA,RW,0:35,59,11:18,-0.9,3.3,2.3,0:24,-7.1,0.0,0.0,0:04,22.0,0.0,0.0,yamamka01
480,Kasperi Kapanen,EDM,RW,0:56,41,13:20,-5.7,2.6,2.1,0:15,-5.7,0.0,0.0,0:59,1.7,0.0,7.3,kapanka01
481,Keaton Middleton,COL,D,0:42,3,10:32,-10.3,1.9,3.8,0:00,,,,0:13,-4.8,0.0,0.0,middlke01
482,Keegan Kolesar,VEG,RW,0:26,82,10:53,-2.7,1.9,2.9,0:04,-39.8,0.0,0.0,0:34,-2.3,1.3,2.5,koleske01
483,Kenny Connors,LAK,C,0:40,2,8:16,6.3,0.0,0.0,0:17,-40.9,0.0,102.9,0:06,,0.0,0.0,connoke01
484,Kent Johnson,CBJ,C,0:45,76,11:34,2.6,2.4,2.9,1:38,0.6,6.7,0.5,0:01,14.0,0.0,74.0,johnske01
485,Kevin Bahl,CGY,D,0:41,76,19:05,-4.7,2.6,2.6,0:15,1.4,8.8,2.9,2:35,-2.7,1.2,8.2,bahlke01
486,Kevin Fiala,LAK,LW,0:47,56,15:40,2.6,2.1,2.6,3:24,9.4,7.5,0.9,0:02,-13.9,0.0,0.0,fialake01
487,Kevin Gravel,NSH,D,0:43,1,15:52,-18.3,3.8,3.8,0:00,,,,0:44,0.0,0.0,0.0,graveke01
488,Kevin Hayes,PIT,RW,0:38,28,11:21,1.0,3.0,3.2,1:06,-13.1,3.9,0.0,0:00,-10.8,0.0,0.0,hayeske01
489,Kevin Korchinski,CHI,D,0:37,13,13:34,3.6,2.0,3.4,0:00,,,,0:04,-7.9,0.0,69.2,korchke01
490,Kevin Rooney,UTA,C,0:29,1,9:44,3.6,6.2,0.0,0:00,,,,0:00,,,,rooneke01
491,Kevin Stenlund,UTA,C,0:34,80,11:18,-7.7,1.9,2.7,0:14,0.9,0.0,0.0,2:55,1.1,1.0,7.2,stenlke01
492,Kiefer Sherwood,TOT,RW,0:39,72,13:59,7.8,2.7,3.8,1:47,5.1,5.6,0.0,1:29,3.3,0.0,11.1,sherwki01
493,Kirby Dach,MTL,C/RW,0:42,37,12:15,-2.6,2.9,3.0,1:22,-0.7,5.9,1.2,0:01,,0.0,0.0,dachki01
494,Kirill Kaprizov,MIN,LW,0:55,78,18:07,4.7,3.5,3.0,3:58,5.9,9.5,0.4,0:01,24.0,0.0,23.7,kapriki01
495,Kirill Kudryavtsev,VAN,D,0:43,3,15:36,8.3,3.8,1.3,0:00,,,,0:01,80.8,0.0,0.0,kudryki01
496,Kirill Marchenko,CBJ,RW,0:43,76,15:52,3.7,3.0,2.5,3:01,-5.3,8.4,1.0,0:03,53.9,13.6,13.6,marchki01
497,Konsta Helenius,BUF,F,0:50,9,11:54,15.5,2.8,2.2,0:00,,,,0:00,,,,helenko01
498,Kris Letang,PIT,D,0:43,74,18:59,-2.1,3.2,3.2,1:33,-8.9,8.3,2.1,1:07,4.2,0.0,6.5,letankr01
499,Kurtis MacDermid,OTT,LW/D,0:11,19,4:10,-18.1,0.8,4.5,0:02,,0.0,0.0,0:00,,,,macdeku01
500,Kyle Capobianco,DAL,D,0:32,33,11:43,3.6,2.9,2.8,0:24,-1.4,0.0,0.0,0:00,88.0,0.0,0.0,capobky01
501,Kyle Connor,WPG,LW,0:55,82,17:21,2.2,3.8,3.8,3:06,-5.5,8.0,1.2,1:02,4.7,2.1,9.1,connoky01
502,Kyle MacLean,NYI,F,0:37,59,10:20,-2.5,1.4,2.0,0:02,13.5,0.0,0.0,0:08,-14.5,0.0,0.0,macleky01
503,Kyle Palmieri,NYI,RW,0:56,25,13:28,1.8,2.5,2.7,3:39,7.3,5.9,1.3,1:44,-1.5,1.4,6.9,palmiky01
504,Landon Slaggert,CHI,LW,0:50,53,9:31,-3.1,1.5,1.8,0:00,13.4,0.0,0.0,1:01,-5.6,0.0,4.4,slaggla01
505,Lane Hutson,MTL,D,0:53,82,19:59,8.1,3.9,2.5,3:18,3.0,10.2,0.2,0:28,3.1,0.0,4.6,hutsola01
506,Lane Pederson,PHI,F,0:40,5,8:51,-9.0,1.4,1.4,0:00,,,,0:00,,,,pederla01
507,Lars Eller,OTT,C,0:34,68,10:03,-6.1,2.5,2.1,0:28,-4.0,3.7,1.9,0:54,-4.2,1.0,9.7,ellerla01
508,Lassi Thomson,OTT,D,0:41,11,13:00,4.1,3.4,1.7,0:34,-3.3,9.5,9.5,0:09,-13.4,0.0,34.0,thomsla01
509,Lawson Crouse,UTA,LW,0:32,81,12:50,-0.5,3.8,2.8,1:02,4.3,4.3,0.0,2:43,-1.1,0.8,4.9,crousla01
510,Lenni Hameenaho,NJD,RW,0:43,33,11:42,-5.0,2.3,2.6,0:28,3.6,0.0,3.8,0:00,,0.0,0.0,hameele01
511,Leo Carlsson,ANA,C,0:45,70,14:48,6.2,3.8,3.6,3:27,2.9,7.2,0.7,0:52,3.1,2.9,12.6,carlsle01
512,Leon Draisaitl,EDM,C,0:55,65,17:31,5.3,4.2,3.4,3:35,-2.2,13.9,1.0,0:27,12.7,4.0,0.0,draisle01
513,Liam Foudy,NYI,C,0:41,1,11:17,-23.0,0.0,0.0,0:00,,,,0:00,,,,foudyli01
514,Liam O'Brien,UTA,C,0:38,38,9:07,-6.8,1.0,2.1,0:01,13.1,0.0,0.0,0:00,,,,obrieli01
515,Liam Ohgren,TOT,LW,0:44,69,12:22,-12.4,0.4,1.4,0:20,-23.1,0.0,0.0,0:28,,,,ohgreli01
516,Lian Bichsel,DAL,D,0:43,50,14:44,-1.1,2.3,1.8,0:00,,0.0,0.0,0:55,1.9,0.0,3.9,bichsli01
517,Linus Karlsson,VAN,C,0:39,79,11:08,6.4,2.7,4.5,1:21,-1.1,7.3,1.1,0:01,-14.2,0.0,29.5,karlsli01
518,Logan Cooley,UTA,C,0:47,54,14:16,-2.4,3.5,3.3,2:31,-4.5,10.1,0.4,0:31,12.1,4.2,6.3,coolelo01
519,Logan Mailloux,STL,D,0:44,67,15:26,-0.6,2.4,3.0,0:38,4.6,2.8,1.4,0:40,-1.1,1.3,6.6,mailllo01
520,Logan O'Connor,COL,RW,0:38,13,10:03,1.2,0.9,1.4,0:00,,0.0,0.0,1:23,5.3,0.0,0.0,oconnlo01
521,Logan Stankoven,CAR,C,0:53,81,13:51,2.7,3.3,2.5,1:33,-1.5,6.2,1.4,0:02,4.7,0.0,0.0,stanklo01
522,Logan Stanley,TOT,D,0:59,76,15:17,-1.5,3.0,1.6,0:26,,,,0:58,-8.4,0.0,9.3,stanllo01
523,Louis Crevier,CHI,D,0:46,78,15:09,-0.2,2.7,3.0,0:03,-29.8,0.0,0.0,1:55,0.9,1.6,4.8,crevilo01
524,Luca Cagnoni,SJS,D,0:54,3,15:14,-6.1,2.6,2.6,2:47,25.0,7.2,0.0,0:00,,,,cagnolu01
525,Luca Del Bel Belluz,CBJ,C,0:41,14,8:52,-7.8,1.0,1.9,0:13,14.6,0.0,0.0,0:00,,0.0,0.0,delbelu01
526,Luca Pinelli,CBJ,C,0:49,3,13:03,1.8,1.5,3.1,0:42,13.6,0.0,0.0,0:00,,,,pinellu01
527,Lucas Raymond,DET,LW/RW,0:51,80,15:19,4.0,3.4,3.2,3:15,2.9,9.2,0.7,0:13,8.0,0.0,0.0,raymolu01
528,Ludvig Jansson,FLA,D,0:33,4,16:16,-9.8,4.6,2.8,0:09,-8.3,92.3,0.0,0:50,-13.6,0.0,0.0,jansslu01
529,Lukas Reichel,TOT,LW,0:53,29,11:53,1.6,3.0,1.5,0:31,-6.8,0.0,7.2,0:01,,0.0,0.0,reichlu01
530,Luke Evangelista,NSH,RW,0:44,81,14:27,10.5,3.1,3.0,2:09,0.7,10.6,0.3,0:00,-13.9,0.0,0.0,evanglu01
531,Luke Glendening,TOT,C,0:33,70,8:50,-13.6,1.1,2.8,0:02,8.6,0.0,0.0,1:39,-7.0,0.8,8.3,glendlu01
532,Luke Haymes,TOR,F,0:40,4,12:01,7.3,2.5,5.0,0:22,-35.7,0.0,0.0,1:09,10.6,0.0,12.9,haymelu01
533,Luke Hughes,NJD,D,0:37,68,19:44,4.3,2.4,2.6,2:01,4.2,7.9,0.4,1:14,6.5,1.4,7.8,hughelu01
534,Luke Kunin,FLA,C,0:29,62,8:37,-7.9,2.2,2.9,0:03,10.1,0.0,0.0,1:00,-9.7,0.0,7.7,kuninlu01
535,Luke Schenn,TOT,D,0:36,50,12:02,-13.3,1.4,4.2,0:00,,,,1:37,39.5,7.3,0.0,schenlu01
536,Mackenzie MacEachern,VAN,LW,0:35,8,10:08,-3.0,3.7,3.7,0:00,,,,0:02,,0.0,0.0,maceama01
537,MacKenzie Weegar,TOT,D,0:33,79,18:46,1.1,1.9,3.8,1:58,5.4,4.3,0.0,1:42,0.4,1.1,6.7,weegama01
538,Mackie Samoskevich,FLA,RW,0:33,77,12:20,7.2,2.3,2.6,2:05,-0.2,6.0,0.4,0:02,24.5,0.0,0.0,samosma01
539,Macklin Celebrini,SJS,F,1:05,82,17:27,3.8,3.9,3.3,3:39,1.9,8.4,1.6,0:11,18.5,0.0,7.8,celebma01
540,Marat Khusnutdinov,BOS,C,0:43,77,12:50,-1.4,3.2,2.4,0:37,7.0,3.7,0.0,1:02,-2.4,0.0,9.8,khusnma01
541,Marc Gatcomb,NYI,F,0:33,49,10:03,0.0,1.3,1.7,0:01,13.5,0.0,0.0,0:00,,,,gatcoma01
542,Marc McLaughlin,NJD,F,0:41,7,8:09,-18.9,1.1,3.2,0:02,,0.0,0.0,0:00,,,,mclauma01
543,Marco Kasper,DET,C,0:46,81,12:15,0.1,1.8,3.0,0:46,-1.9,2.9,1.0,0:45,-0.1,1.0,13.6,kaspema01
544,Marco Rossi,TOT,C,1:08,50,14:35,8.5,2.8,4.2,2:24,-9.1,13.7,0.0,0:28,-2.3,0.0,20.7,rossima01
545,Marcus Foligno,MIN,LW,0:52,56,11:16,1.7,1.5,2.8,0:08,4.0,15.3,0.0,1:25,-2.4,0.7,4.5,foligma01
