Rk,Player,Tm,Pos,Shift,GP,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,-9999
729,Quinton Byfield,LAK,C,0:44,79,15:54,1.8,3.0,3.1,2:11,2.7,7.3,0.3,1:55,-5.2,0.4,12.2,byfiequ01
730,Radek Faksa,DAL,C,0:38,58,9:32,-3.5,1.6,1.7,0:01,12.9,0.0,0.0,2:10,0.1,1.4,8.5,faksara01
731,Radko Gudas,ANA,D,0:50,56,14:32,0.4,2.5,2.8,0:02,-4.9,0.0,0.0,1:36,1.9,1.3,8.0,gudasra01
732,Rafaël Harvey-Pinard,PIT,LW,0:42,1,11:01,3.2,5.4,0.0,0:00,,,,0:00,,,,harvera01
733,Raphael Lavoie,VEG,C,0:43,1,8:34,9.0,0.0,0.0,0:00,,,,0:00,,,,lavoira01
734,Rasmus Andersson,TOT,D,0:41,81,18:58,-3.9,3.1,3.0,1:59,-5.0,7.6,1.0,2:14,-3.5,1.4,5.7,anderra01
735,Rasmus Dahlin,BUF,D,0:44,77,19:54,3.8,3.7,2.8,3:28,2.1,8.3,1.3,0:48,3.9,1.0,3.9,dahlira01
736,Rasmus Ristolainen,PHI,D,0:39,44,18:22,0.7,3.0,2.3,1:19,-1.1,4.1,1.0,1:40,3.1,1.6,8.1,ristora01
737,Rasmus Sandin,WSH,D,0:49,73,16:57,-3.1,2.9,2.7,0:49,5.2,3.0,1.0,1:25,0.1,0.6,7.5,sandira01
738,Reid Schaefer,NSH,LW,0:59,47,9:31,-6.0,1.2,2.8,0:00,,0.0,0.0,0:06,-15.5,0.0,0.0,schaere01
739,Reilly Smith,VEG,RW,0:33,69,12:21,-1.8,2.3,2.8,0:25,-5.1,4.2,4.2,0:54,-1.3,1.0,6.7,smithre01
740,Rickard Rakell,PIT,RW,0:39,60,15:04,0.1,3.5,3.4,3:17,7.2,9.4,1.8,0:34,5.7,3.4,10.3,rakelri01
741,Ridly Greig,OTT,C,0:40,77,13:37,-1.9,3.4,2.7,0:59,-1.4,6.3,1.6,2:04,-1.6,1.1,7.9,greigri01
742,Riley Stillman,EDM,D,0:36,4,12:02,-8.7,2.5,1.2,0:00,,,,0:00,,,,stillri01
743,Riley Tufte,BOS,LW,0:47,4,10:23,-7.1,0.0,1.4,1:17,13.0,11.7,0.0,0:00,,,,tufteri01
744,Robby Fabbri,TOT,C,0:49,21,11:26,-7.9,2.0,3.1,0:13,,,,0:08,,0.0,0.0,fabbrro01
745,Robert Thomas,STL,C,0:41,64,15:08,5.5,4.0,2.7,2:33,1.9,7.3,0.7,1:18,-5.1,2.1,8.6,thomaro01
746,Roby Jarventie,EDM,LW,0:36,3,7:49,1.5,0.0,2.6,0:10,,0.0,0.0,0:00,,,,jarvero01
747,Rodrigo Abols,PHI,C,0:40,42,9:48,-6.3,1.7,2.2,0:02,10.1,0.0,0.0,0:39,4.7,4.4,11.0,abolsro01
748,Roman Josi,NSH,D,0:57,68,20:24,0.4,3.1,3.7,3:16,8.3,9.4,0.5,1:11,3.8,0.7,3.0,josiro01
749,Ronan Seeley,CAR,D,0:45,1,14:33,1.6,4.1,4.1,0:00,,,,0:39,,0.0,0.0,seelero01
750,Roope Hintz,DAL,LW,0:38,53,13:42,5.4,4.0,2.3,3:05,5.9,13.6,1.5,0:33,2.9,0.0,10.2,hintzro01
751,Rory Kerins,CGY,C,0:52,4,13:20,-3.8,0.0,1.1,1:35,-5.2,0.0,0.0,0:04,-25.7,0.0,0.0,kerinro01
752,Ross Colton,COL,C,0:35,73,11:41,3.5,3.2,2.5,0:47,-2.7,1.0,1.0,0:02,36.5,0.0,0.0,coltoro01
753,Ross Johnston,ANA,LW,0:39,62,9:42,-4.2,2.7,2.7,0:02,11.2,0.0,0.0,0:00,,,,johnsro02
754,Rutger McGroarty,PIT,RW,0:39,24,11:32,6.2,2.6,3.2,0:09,-9.2,0.0,0.0,0:15,-12.8,0.0,0.0,mcgroru01
755,Ryan Donato,CHI,C,0:43,82,13:19,3.2,2.1,3.0,1:24,0.0,3.6,0.5,0:00,,0.0,0.0,donatry01
756,Ryan Graves,PIT,D,0:51,22,14:46,0.9,2.0,2.8,0:00,,0.0,0.0,0:31,-4.3,5.2,0.0,gravery01
757,Ryan Greene,CHI,C,0:20,81,13:45,-2.2,2.5,3.3,1:17,-2.6,5.7,1.1,1:41,-1.2,1.3,8.8,greenry01
758,Ryan Hartman,MIN,RW,1:05,76,14:56,1.4,2.6,2.5,1:45,-2.0,9.0,0.9,0:03,-9.1,0.0,0.0,hartmry01
759,Ryan Johnson,BUF,D,0:51,3,8:43,-9.7,2.3,2.3,0:00,,,,0:16,,0.0,0.0,johnsry03
760,Ryan Leonard,WSH,RW,0:37,75,12:03,-3.2,3.0,2.4,2:20,-0.8,8.2,2.4,0:00,,0.0,0.0,leonary01
761,Ryan Lindgren,SEA,D,0:44,76,15:45,-1.9,2.2,2.4,0:03,-33.3,0.0,0.0,2:31,2.2,0.3,10.6,lindgry01
762,Ryan Lomberg,CGY,LW,0:42,57,8:58,-3.4,1.6,2.1,0:01,15.2,0.0,0.0,0:02,-15.5,0.0,0.0,lombery01
763,Ryan McDonagh,TBL,D,0:55,48,16:00,-3.6,3.3,2.3,0:08,-7.9,8.9,0.0,3:06,-4.2,0.8,6.4,mcdonry01
764,Ryan McLeod,BUF,C,0:36,81,13:35,1.4,4.1,3.2,1:35,-2.1,6.1,0.0,2:26,3.8,2.4,8.2,mcleory01
765,Ryan Nugent-Hopkins,EDM,C,0:56,72,14:10,-0.5,3.1,3.3,3:31,-1.8,13.7,1.4,1:21,-3.7,0.6,11.7,nugenry01
766,Ryan O'Reilly,NSH,C,0:46,81,15:35,3.2,3.3,3.1,2:52,8.3,9.3,0.3,1:56,5.7,1.5,5.0,oreilry01
767,Ryan Poehling,ANA,C,0:32,75,12:16,-4.4,3.2,2.9,0:19,1.1,5.0,2.5,2:28,1.6,1.3,8.7,poehlry01
768,Ryan Pulock,NYI,D,0:38,76,17:58,-5.0,2.5,2.4,0:07,-3.9,6.1,0.0,2:42,-5.8,1.5,9.0,pulocry01
769,Ryan Reaves,SJS,RW,0:33,50,7:46,-4.8,1.4,3.2,0:01,11.5,0.0,0.0,0:00,-7.7,0.0,0.0,reavery01
770,Ryan Shea,PIT,D,0:38,80,16:27,-2.0,4.0,2.6,0:10,-10.8,0.0,4.5,2:16,5.9,0.7,7.9,sheary01
771,Ryan Strome,TOT,C,0:35,52,11:57,3.1,2.5,3.3,1:15,4.4,4.4,1.5,0:05,84.8,300.0,0.0,stromry01
772,Ryan Tverberg,TOR,C,1:01,2,9:52,-6.0,3.0,0.0,0:00,,,,0:00,,,,tverbry01
773,Ryan Ufko,NSH,D,0:35,18,12:13,-0.1,3.0,3.0,1:34,-2.8,6.3,0.0,0:04,-13.9,0.0,0.0,ufkory01
774,Ryan Winterton,SEA,C,0:46,68,10:59,-0.6,2.4,2.4,0:02,-31.7,0.0,0.0,0:57,-1.5,0.0,12.9,wintery01
775,Ryker Evans,SEA,D,0:40,67,16:29,-0.5,2.8,2.6,0:21,-1.1,12.8,0.0,0:58,0.3,0.9,6.5,evansry01
776,Sacha Boisvert,CHI,F,0:51,7,9:14,-1.1,1.9,2.8,0:00,,,,0:00,,,,boisvsa01
777,Sam Bennett,FLA,C,0:48,76,14:22,3.2,3.6,3.9,3:15,3.0,7.3,1.2,0:51,6.3,0.0,3.7,bennesa01
778,Sam Carrick,TOT,C,0:47,73,9:27,-3.1,3.8,1.9,0:00,,0.0,0.0,0:59,-12.9,0.0,13.1,carrisa01
779,Sam Colangelo,ANA,RW,0:38,9,9:43,-6.4,1.4,3.4,0:26,7.6,0.0,0.0,0:00,,,,colansa01
780,Sam Dickinson,SJS,D,0:41,72,15:32,1.0,3.0,3.3,0:18,-10.8,0.0,0.0,0:54,7.8,0.0,9.2,dickisa01
781,Sam Lafferty,CHI,C/LW,0:25,29,8:35,2.1,1.7,2.2,0:00,,0.0,0.0,0:00,,,,laffesa01
782,Sam Malinski,COL,D,0:48,82,16:37,3.6,3.3,1.4,0:14,-12.1,3.0,3.0,0:44,-0.7,0.0,2.9,malinsa01
783,Sam Morton,CGY,F,0:49,3,8:02,-7.8,0.0,2.5,0:02,,0.0,0.0,1:15,5.7,0.0,0.0,mortosa01
784,Sam Reinhart,FLA,C,0:45,64,15:09,-0.9,2.6,3.7,4:10,5.0,8.5,1.3,1:57,7.4,2.4,8.1,reinhsa01
785,Sam Rinzel,CHI,D,0:49,54,16:01,-0.1,2.6,3.1,2:02,0.4,4.4,0.0,0:12,-1.1,0.0,5.5,rinzesa01
786,Sam Steel,DAL,C,0:51,73,13:31,-1.8,2.5,2.3,0:27,-3.8,10.7,0.0,2:04,2.9,0.0,5.9,steelsa01
787,Sammy Blais,TOT,LW,0:42,21,8:22,0.5,2.7,0.5,0:03,,0.0,0.0,0:00,,0.0,0.0,blaissa01
788,Samuel Girard,TOT,D,0:47,60,17:04,1.5,3.4,2.4,0:05,-22.7,0.0,0.0,0:55,2.7,0.0,2.9,girarsa01
789,Samuel Helenius,LAK,C,0:32,53,7:56,-4.6,1.6,2.4,0:01,,0.0,0.0,0:00,-12.6,0.0,0.0,helensa02
790,Samuel Honzek,CGY,LW,0:33,18,10:56,1.8,3.0,2.7,0:04,,0.0,0.0,1:19,-10.4,0.0,5.0,honzesa01
791,Samuel Poulin,PIT,RW,0:50,2,13:14,1.2,0.0,4.5,0:00,,,,0:34,0.0,0.0,0.0,poulisa01
792,Sandis Vilmanis,FLA,LW,0:37,19,10:04,-0.5,2.2,2.5,0:14,-15.9,0.0,0.0,0:04,6.4,0.0,37.9,vilmasa01
793,Scott Laughton,TOT,C,0:55,64,11:58,-5.5,1.9,2.4,0:21,4.0,8.5,0.0,2:01,-2.4,0.0,9.7,laughsc01
794,Scott Mayfield,NYI,D,0:45,80,14:51,-5.7,2.0,2.8,0:01,12.4,0.0,0.0,1:36,2.2,1.9,2.8,mayfisc01
795,Scott Morrow,NYR,D,0:36,29,14:12,2.9,1.9,2.5,1:26,-2.5,5.8,1.4,0:01,,0.0,0.0,morrosc02
796,Scott Sabourin,TBL,F,0:33,26,7:56,-6.4,2.3,2.0,0:00,,0.0,0.0,0:00,,,,sabousc01
797,Seamus Casey,NJD,D,0:43,2,18:00,-4.6,0.0,5.0,0:00,,,,0:00,,,,caseyse01
798,Sean Couturier,PHI,C,0:32,78,13:25,1.9,2.7,2.9,0:51,-0.7,3.6,1.8,2:21,-1.7,0.0,10.1,coutuse01
799,Sean Durzi,UTA,D,0:41,60,17:34,1.0,2.6,3.2,1:18,-3.8,3.8,0.0,0:22,0.1,0.0,18.7,durzise01
800,Sean Kuraly,BOS,C,0:36,82,10:33,1.1,2.3,2.3,0:02,-6.4,0.0,0.0,2:43,-0.9,0.0,8.3,kuralse01
801,Sean Monahan,CBJ,C,0:39,78,13:30,2.1,3.1,3.1,1:56,-0.6,6.7,0.8,1:41,-1.5,0.9,11.4,monahse01
802,Sean Walker,CAR,D,0:46,81,19:08,1.9,3.0,2.9,0:45,-0.9,2.9,1.0,1:55,2.0,2.3,8.1,walkese01
803,Sebastian Aho,CAR,F,0:48,79,14:45,2.7,3.6,3.4,3:09,0.6,11.5,0.2,1:41,16.7,4.0,6.7,ahose01
804,Seth Jarvis,CAR,C/RW,0:45,71,14:10,-0.1,3.3,3.3,3:07,1.3,10.8,0.3,1:34,12.6,4.3,5.4,jarvise01
805,Seth Jones,FLA,D,0:43,52,17:50,0.6,2.8,3.0,3:33,6.9,7.8,1.0,2:17,9.1,1.5,6.0,jonesse01
806,Shakir Mukhamadullin,SJS,D,0:40,50,15:40,-4.7,2.4,2.7,0:03,12.9,0.0,0.0,1:24,-1.9,0.9,6.9,mukhash01
807,Shane Lachance,NJD,LW,0:55,1,7:25,-20.4,0.0,0.0,0:00,,,,0:00,,,,lachash01
808,Shane Pinto,OTT,C,0:43,72,14:37,-4.8,3.1,3.0,1:49,-1.5,5.9,0.5,2:15,2.7,1.5,9.2,pintosh01
809,Shane Wright,SEA,C,0:47,74,12:10,2.0,2.3,1.8,1:35,-3.9,7.1,0.5,0:01,-5.7,0.0,0.0,wrighsh01
810,Shayne Gostisbehere,CAR,D,0:47,55,16:00,-0.6,3.7,2.9,3:09,3.0,9.3,0.3,0:03,-3.6,0.0,0.0,gostish01
811,Shea Theodore,VEG,D,0:42,70,19:58,1.5,3.2,2.4,1:22,-1.8,6.8,1.2,1:28,2.6,1.2,5.8,theodsh01
812,Sheldon Dries,DET,C,0:46,5,6:14,-22.5,0.0,0.0,0:04,,0.0,0.0,0:39,30.4,0.0,18.4,driessh01
813,Sidney Crosby,PIT,C,0:46,68,16:05,-0.2,3.9,3.5,3:05,8.3,9.4,2.3,0:02,38.1,0.0,0.0,crosbsi01
814,Simon Benoit,TOR,D,0:36,73,15:24,-6.8,1.8,3.0,0:00,,0.0,0.0,1:53,2.6,0.9,5.7,benoisi01
815,Simon Edvinsson,DET,D,0:52,72,20:31,4.3,2.9,2.6,0:14,-4.6,3.5,0.0,1:35,2.7,1.6,8.4,edvinsi01
816,Simon Holmström,NYI,RW,0:41,79,13:17,-0.8,3.0,2.9,1:24,-6.5,3.8,1.6,2:01,2.6,1.9,6.4,holmssi01
817,Simon Lundmark,TBL,D,0:39,1,16:45,-15.2,3.6,0.0,0:00,,,,0:00,,,,lundmsi01
818,Simon Nemec,NJD,D,0:48,68,18:07,-2.0,2.8,3.4,1:13,4.5,4.3,0.0,0:19,-6.5,2.8,8.3,nemecsi01
819,Skyler Brind'Amour,CAR,C,0:46,4,12:48,0.5,0.0,2.3,0:12,,0.0,0.0,2:00,1.5,0.0,0.0,brindsk01
820,Sonny Milano,WSH,LW,0:42,31,7:50,0.3,3.0,2.5,1:02,-13.3,3.7,3.7,0:00,,,,milanso01
821,Spencer Stastney,TOT,D,0:40,66,14:00,-6.8,1.7,2.9,0:03,-88.4,0.0,0.0,1:26,-6.4,0.0,6.9,stastsp01
822,Stefan Noesen,NJD,RW,0:41,38,10:05,-3.7,0.9,2.8,1:36,2.9,6.8,0.0,0:03,-10.5,0.0,0.0,noesest01
823,Stephen Halliday,OTT,C,0:37,30,6:34,3.6,2.7,1.8,1:55,-2.4,7.3,3.1,0:00,,0.0,0.0,hallist01
824,Steven Lorentz,TOR,C/LW,0:42,71,9:37,-2.8,2.3,2.7,0:00,,0.0,0.0,2:13,1.2,1.1,7.6,lorenst01
825,Steven Santini,TBL,D,0:39,12,10:08,-12.0,2.0,1.5,0:00,,0.0,0.0,0:10,-10.7,0.0,0.0,santist01
826,Steven Stamkos,NSH,C,0:48,82,14:36,1.2,3.0,3.8,3:11,7.8,9.6,0.5,0:01,-14.0,0.0,28.3,stamkst01
827,T.J. Tynan,COL,C,0:33,1,8:13,-15.9,7.3,0.0,0:00,,,,0:00,,,,tynant.01
828,Tage Thompson,BUF,C,0:34,81,15:41,2.1,3.5,3.5,3:30,1.0,8.2,1.3,0:03,11.2,14.7,0.0,thompta01
829,Tanner Jeannot,BOS,F,0:49,77,11:12,-0.2,2.0,2.3,0:04,-6.1,10.1,0.0,1:21,3.8,0.0,6.3,jeannta01
830,Tanner Laczynski,VEG,C,0:38,10,9:59,-1.2,3.0,3.0,0:38,12.2,9.3,0.0,0:08,-12.7,0.0,41.9,laczyta01
831,Tanner Pearson,TOT,LW,0:40,56,9:41,-3.9,4.6,1.5,0:10,6.4,0.0,0.0,0:57,,,,pearsta01
832,Taylor Hall,CAR,LW,0:43,80,12:52,0.3,3.3,2.8,1:39,-1.6,5.4,1.4,0:00,-20.5,0.0,0.0,hallta02
833,Taylor Makar,COL,LW,0:39,12,6:12,-8.2,0.8,0.8,0:00,,,,0:00,,,,makarta01
834,Taylor Raddysh,NYR,RW,0:47,68,10:39,-3.5,2.1,1.8,0:24,0.2,4.4,0.0,0:47,4.2,2.3,9.0,raddyta01
835,Taylor Ward,LAK,F,0:24,36,8:50,-2.4,2.1,2.1,0:37,-0.1,0.0,0.0,0:00,,,,wardta01
836,Teddy Blueger,VAN,C,0:39,35,14:31,-0.3,2.5,4.4,0:06,9.5,14.9,0.0,1:52,4.1,3.7,9.2,bluegte01
837,Teuvo Teräväinen,CHI,F,0:27,75,12:51,1.3,1.7,3.6,2:48,3.5,8.0,0.3,2:05,-3.3,0.4,5.0,teravte01
838,Theo Lindstein,STL,D,0:41,17,15:16,3.8,2.5,1.2,0:05,-83.0,0.0,0.0,0:23,13.7,0.0,0.0,lindsth01
839,Thomas Chabot,OTT,D,0:48,57,18:34,-1.2,3.7,3.4,2:23,-3.4,5.3,0.9,1:36,9.2,1.3,9.1,chaboth01
840,Thomas Harley,DAL,D,0:56,70,20:02,-0.6,2.9,2.7,1:38,-3.0,7.3,1.0,1:22,1.9,1.2,9.4,harleth01
841,Thomas Novak,PIT,C,0:45,82,13:05,2.0,3.1,3.0,1:10,-6.8,7.4,1.2,0:00,20.9,0.0,0.0,novakth01
842,Tim Stützle,OTT,LW,0:53,80,14:57,2.8,3.6,3.3,3:27,3.7,10.2,0.4,1:51,6.0,1.2,8.9,stuetti02
843,Tim Washe,ANA,F,0:45,39,10:08,-5.6,1.7,2.6,0:01,14.7,0.0,0.0,1:53,-3.4,0.0,7.3,washeti01
844,Timo Meier,NJD,RW,0:46,77,16:22,4.4,2.6,3.3,2:00,-1.2,6.2,0.4,0:08,1.7,0.0,0.0,meierti01
845,Timothy Liljegren,TOT,D,0:50,47,16:53,-3.6,2.6,3.3,0:48,-8.1,4.8,0.0,2:09,3.5,0.6,10.2,liljeti01
846,Tobias Björnfot,FLA,D,0:40,19,13:34,-2.6,2.8,2.6,0:01,,0.0,0.0,0:34,10.4,0.0,5.2,bjornto01
847,Tom Willander,VAN,D,0:29,70,15:19,-5.0,2.2,3.5,1:11,1.7,4.3,1.4,0:28,10.5,1.8,12.4,willato01
848,Tom Wilson,WSH,RW,0:53,72,14:30,5.7,4.0,2.9,2:50,1.6,6.4,1.5,2:06,1.5,0.4,7.1,wilsoto01
849,Tomáš Hertl,VEG,C,0:40,82,13:25,5.7,2.9,3.5,3:28,6.6,10.6,1.1,0:08,-0.5,0.0,5.4,hertlto01
850,Tomáš Nosek,FLA,C,0:35,21,11:52,-4.0,1.2,3.1,0:01,,0.0,0.0,2:13,-7.9,0.0,7.7,nosekto01
851,Tony DeAngelo,NYI,D,0:47,76,17:28,4.9,2.6,2.7,1:35,-5.7,4.4,1.5,0:03,26.3,0.0,0.0,deangan01
852,Topias Vilen,NJD,D,0:44,2,15:19,-0.8,2.0,0.0,0:00,,,,0:08,-31.3,0.0,0.0,vilento01
853,Travis Hamonic,DET,D,0:38,26,12:41,-9.0,1.5,3.5,0:02,,0.0,0.0,1:38,0.7,0.0,4.2,hamontr01
854,Travis Konecny,PHI,RW,0:51,77,15:24,-0.9,3.5,2.7,2:49,-3.0,5.5,1.4,0:52,0.7,1.8,6.3,konectr01
855,Travis Mitchell,NYI,D,0:35,9,11:27,-7.1,1.7,1.7,0:00,,,,0:05,-9.5,0.0,0.0,mitchtr01
856,Travis Sanheim,PHI,D,0:56,81,19:57,0.2,3.1,2.7,1:06,-2.3,5.4,2.0,3:09,-1.1,0.9,8.0,sanhetr01
857,Trent Frederic,EDM,C,0:50,74,10:54,-4.6,1.3,2.5,0:07,-0.8,0.0,0.0,0:00,,0.0,0.0,fredetr01
858,Trevor Kuntar,BUF,C,0:43,1,5:12,-19.4,0.0,11.5,0:00,,,,0:00,,,,kuntatr01
859,Trevor Moore,LAK,LW,0:45,69,14:18,3.2,2.5,2.6,0:43,4.8,4.8,1.2,1:41,7.4,1.0,6.7,mooretr01
860,Trevor van Riemsdyk,WSH,D,0:34,68,14:27,-1.9,2.6,2.3,0:04,-8.8,0.0,0.0,1:43,1.1,1.0,6.2,vanritr01
861,Trevor Zegras,PHI,C,0:55,81,15:42,2.7,3.2,3.0,2:59,3.1,7.4,1.0,0:01,-12.1,0.0,24.3,zegratr01
862,Tristan Broz,PIT,C,0:37,1,11:30,-16.3,0.0,5.2,0:00,,,,0:00,,,,broztr01
863,Tristan Luneau,ANA,D,0:47,1,11:37,19.8,10.3,0.0,0:00,,,,0:00,,,,luneatr01
864,Tristen Nielsen,COL,F,0:32,4,6:18,2.1,2.4,0.0,0:00,,,,0:00,,,,nielstr01
865,Troy Stecher,TOT,D,0:45,64,17:11,-9.6,1.5,1.5,0:02,,,,1:57,-13.7,0.0,0.0,stechtr01
866,Troy Terry,ANA,C/RW,0:43,61,14:13,3.8,4.1,3.6,3:11,3.4,7.4,0.3,0:55,10.7,4.3,10.6,terrytr01
867,Ty Dellandrea,SJS,C,0:56,46,11:25,-9.4,1.6,3.9,0:08,-9.7,0.0,0.0,2:37,1.5,1.0,8.4,dellaty01
868,Ty Emberson,EDM,D,0:51,72,14:13,-6.0,2.0,2.1,0:00,,0.0,0.0,1:17,-3.6,0.0,9.1,emberty01
869,Ty Mueller,VAN,C,0:38,6,10:51,2.5,1.8,0.9,0:00,,,,0:00,,,,muellty01
870,Ty Murchison,PHI,D,1:05,3,14:02,-3.1,2.8,1.4,0:00,,,,0:57,-3.5,0.0,0.0,murchty01
871,Tye Kartye,TOT,F,0:40,64,10:37,-1.5,3.6,3.6,0:02,15.0,0.0,0.0,1:18,-7.0,0.0,9.4,kartyty01
872,Tyler Bertuzzi,CHI,LW,0:35,79,15:12,3.0,3.1,3.8,3:14,1.0,7.5,0.5,0:00,-10.0,0.0,0.0,bertuty01
873,Tyler Kleven,OTT,D,0:29,70,15:40,-0.1,2.3,2.4,0:06,-4.2,0.0,0.0,1:33,7.2,1.6,6.0,klevety01
874,Tyler Myers,TOT,D,0:40,73,16:54,-4.7,3.2,2.9,0:05,12.3,0.0,0.0,2:31,13.1,2.3,4.5,myersty01
875,Tyler Pitlick,MIN,C,0:46,32,7:43,-7.5,1.2,2.2,0:01,10.0,0.0,0.0,0:00,-7.5,0.0,0.0,pitlity01
876,Tyler Seguin,DAL,C,0:40,27,14:17,0.2,3.3,1.6,2:04,1.1,8.5,1.1,0:17,18.3,0.0,0.0,seguity01
877,Tyler Toffoli,SJS,C,0:39,79,12:01,2.4,3.0,3.5,2:56,4.0,8.0,1.0,0:00,-7.9,0.0,0.0,toffoty01
878,Tyler Tucker,STL,D,0:49,69,13:14,3.8,3.0,3.4,0:02,16.1,0.0,0.0,1:05,-0.4,1.6,16.0,tuckety01
879,Tyson Foerster,PHI,RW,0:39,29,13:52,-1.9,3.0,1.5,2:13,1.7,10.2,1.9,1:12,2.2,0.0,3.4,foersty01
880,Tyson Gross,CGY,F,0:37,6,10:03,-11.3,3.0,5.0,0:00,,0.0,0.0,0:58,25.4,0.0,0.0,grossty01
881,Tyson Hinds,ANA,D,1:00,6,14:53,5.3,2.0,1.3,0:00,,,,0:43,-11.5,0.0,27.7,hindsty01
882,Tyson Jost,NSH,C,0:46,69,11:00,-1.1,1.6,3.6,0:01,-37.9,0.0,0.0,1:22,1.4,2.5,5.7,jostty01
883,Tyson Kozak,BUF,C,0:40,46,10:17,-10.6,1.6,1.9,0:02,-8.1,0.0,0.0,0:56,-0.7,1.4,6.9,kozakty01
884,Urho Vaakanainen,NYR,D,0:50,34,13:13,2.4,2.1,2.1,0:00,,0.0,0.0,0:37,-3.1,0.0,8.4,vaakaur01
885,Uvis Balinskis,FLA,D,0:35,54,14:38,-2.2,2.3,3.3,1:14,3.5,7.1,1.8,0:29,3.6,4.6,0.0,balinuv01
886,Valeri Nichushkin,COL,RW,0:49,72,14:06,1.2,3.8,3.0,1:54,-3.3,4.8,3.1,1:42,1.6,0.5,1.5,nichuva01
887,Vasily Podkolzin,EDM,RW,0:50,82,14:17,4.2,3.2,2.4,0:27,3.3,7.9,0.0,0:37,-7.6,0.0,10.5,podkova01
888,Victor Eklund,NYI,RW,0:50,1,13:01,4.2,4.6,4.6,2:29,0.0,0.0,0.0,0:00,,,,eklunvi01
889,Victor Hedman,TBL,D,1:01,33,14:40,-0.4,3.1,3.2,2:12,-1.0,6.6,0.0,1:59,7.8,0.0,4.6,hedmavi01
890,Victor Mancini,VAN,D,0:50,24,13:18,-7.4,1.7,3.9,0:05,9.7,0.0,0.0,0:19,-4.9,0.0,23.0,mancivi01
891,Victor Olofsson,TOT,RW,0:46,78,11:28,-0.2,2.6,2.6,2:05,-3.9,0.0,2.2,0:00,,0.0,0.0,olofsvi01
892,Victor Söderström,BOS,D,0:50,8,13:34,-9.5,3.3,1.7,0:03,10.9,0.0,0.0,0:02,-10.7,0.0,0.0,sodervi01
893,Viking Gustafsson Nyberg,MIN,D,0:47,2,17:04,-10.6,5.3,3.5,0:00,,,,4:13,-9.1,0.0,7.1,gustavi02
894,Viktor Arvidsson,BOS,LW,0:54,69,12:37,0.6,4.1,2.3,1:58,5.1,7.5,2.2,0:00,-12.0,0.0,0.0,arvidvi01
895,Ville Heinola,WPG,D,0:41,5,12:56,11.0,1.9,1.9,1:07,-15.1,0.0,0.0,0:02,,0.0,0.0,heinovi01
896,Ville Koivunen,PIT,RW,0:52,39,11:47,8.0,1.4,2.6,0:56,-6.3,8.2,1.6,0:00,,0.0,0.0,koivuvi01
897,Vince Dunn,SEA,D,0:41,81,18:50,1.1,2.5,3.2,2:44,3.6,7.5,1.6,0:04,7.6,0.0,19.5,dunnvi02
898,Vincent Desharnais,SJS,D,0:37,53,14:54,-1.2,2.7,2.2,0:02,-86.2,0.0,0.0,3:13,-2.8,0.4,6.7,deshavi01
899,Vincent Iorio,TOT,D,0:40,27,14:25,-3.7,1.5,1.5,0:03,,,,1:15,,0.0,0.0,ioriovi01
900,Vincent Trocheck,NYR,C,0:53,67,15:28,3.4,3.1,3.8,3:04,7.8,11.4,1.7,1:59,0.9,0.9,9.0,trochvi01
901,Vinnie Hinostroza,TOT,C,0:31,65,10:27,-12.0,3.2,4.1,0:28,-17.9,5.4,5.4,0:00,,0.0,0.0,hinosvi01
902,Vladimir Tarasenko,MIN,RW,0:59,75,12:39,-4.8,2.5,3.0,2:16,-3.7,7.4,1.4,0:00,,0.0,0.0,tarasvl01
903,Vladislav Gavrikov,NYR,D,0:44,82,20:03,1.7,2.4,2.7,1:01,-5.3,7.8,1.4,2:38,-0.2,1.1,6.9,gavrivl01
904,Vladislav Kolyachonok,TOT,D,0:35,13,12:12,-13.5,0.0,2.5,0:00,,,,0:19,,0.0,0.0,kolyavl01
905,Vladislav Namestnikov,WPG,C,0:43,60,11:37,0.1,1.5,2.7,1:28,5.3,3.4,0.0,0:41,2.7,0.0,8.7,namesvl01
906,Walker Duehr,WPG,F,0:33,3,9:24,-7.5,0.0,2.1,0:00,,,,0:06,-4.2,0.0,0.0,duehrwa01
907,Warren Foegele,TOT,LW,0:50,68,12:07,-3.3,1.6,2.3,0:36,9.4,0.0,0.0,1:01,-3.3,0.9,7.1,foegewa01
908,Will Smith,SJS,C,1:04,69,14:48,3.6,3.3,2.9,3:18,2.5,8.2,1.8,0:03,41.9,0.0,0.0,smithwi01
909,William Borgen,NYR,D,0:35,75,15:47,-5.0,2.4,2.4,0:01,13.0,25.2,0.0,2:12,-0.9,1.4,8.7,borgewi01
910,William Carrier,CAR,LW,0:36,70,10:40,-0.5,2.8,2.4,0:01,11.4,0.0,0.0,0:02,17.4,0.0,0.0,carriwi01
911,William Cuylle,NYR,LW,0:46,82,13:49,1.4,2.5,3.0,1:27,-0.8,6.0,2.0,1:34,-1.0,0.5,6.1,cuyllwi01
912,William Eklund,SJS,LW,0:40,78,15:12,6.3,3.0,4.2,2:54,5.2,7.9,1.6,0:25,6.6,0.0,9.1,eklunwi01
