Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards,upload
164,Sergei Krivokrasov,25,CGY,RW,12,1,10,11,2,4,1,0,0,0,7,3,0,27,3.7,160:28,13:22,,krivose01
165,Stéphane Richer,33,2TM,RW,56,15,22,37,9,18,10,5,0,1,15,7,0,110,13.6,774:51,13:50,,richest02
165,Stéphane Richer,33,TBL,RW,20,7,5,12,2,4,6,1,0,0,3,2,0,47,14.9,290:25,14:31,,richest02
165,Stéphane Richer,33,STL,RW,36,8,17,25,7,14,4,4,0,1,12,5,0,63,12.7,484:26,13:27,,richest02
166,Éric Dazé,24,CHI,RW,59,23,13,36,-16,28,17,6,0,1,7,5,1,143,16.1,958:48,16:15,,dazeer01
167,Vyacheslav Kozlov,27,DET,LW,72,18,18,36,11,28,14,4,0,3,14,4,0,165,10.9,1098:55,15:16,,kozlovy01
168,Wade Redden,22,OTT,D,81,10,26,36,-1,49,7,3,0,2,13,13,0,163,6.1,1920:51,23:43,ASnhl-19Norris-11,reddewa01
169,Jaroslav Špaček,25,FLA,D,82,10,26,36,7,53,6,4,0,1,14,12,0,111,9.0,1857:59,22:40,,spaceja01
170,Brad Stuart,20,SJS,D,82,10,26,36,3,32,4,5,1,3,15,9,2,133,7.5,1673:06,20:24,AR-1Calder-2,stuarbr02
171,Dave Andreychuk,36,2TM,LW,77,20,16,36,-20,30,12,8,0,3,7,9,0,233,8.6,1490:47,19:22,,andreda01
171,Dave Andreychuk,36,BOS,LW,63,19,14,33,-11,28,12,7,0,2,6,8,0,192,9.9,1249:09,19:50,,andreda01
171,Dave Andreychuk,36,COL,LW,14,1,2,3,-9,2,0,1,0,1,1,1,0,41,2.4,241:38,17:16,,andreda01
172,Patrice Brisebois,29,MTL,D,54,10,25,35,-1,18,5,5,0,2,13,12,0,88,11.4,1254:25,23:14,,brisepa01
173,Andreas Dackell,27,OTT,RW,82,10,25,35,5,18,10,0,0,1,20,5,0,99,10.1,1334:34,16:17,,dackean01
174,Tomas Holmström,27,DET,LW,72,13,22,35,4,43,9,4,0,1,16,6,0,71,18.3,871:21,12:06,,holmsto01
175,Alexander Korolyuk,24,SJS,LW,57,14,21,35,4,35,11,3,0,1,15,6,0,124,11.3,775:31,13:36,,korolal01
176,Tom Poti,22,EDM,D,76,9,26,35,8,65,6,2,1,1,15,11,0,125,7.2,1836:15,24:10,,potito01
177,Richard Zedník,24,WSH,LW,69,19,16,35,6,54,18,1,0,2,15,1,0,179,10.6,1074:05,15:34,,zedniri01
178,Nelson Emerson,32,2TM,RW,63,15,20,35,-23,47,11,4,0,0,14,5,1,196,7.7,1185:01,18:49,,emersne01
178,Nelson Emerson,32,ATL,RW,58,14,19,33,-24,47,10,4,0,0,13,5,1,183,7.7,1111:45,19:10,,emersne01
178,Nelson Emerson,32,LAK,RW,5,1,1,2,1,0,1,0,0,0,1,0,0,13,7.7,73:16,14:39,,emersne01
179,Mikael Renberg,27,2TM,RW,72,10,25,35,-1,32,7,3,0,1,18,7,0,122,8.2,989:13,13:44,,renbemi01
179,Mikael Renberg,27,PHI,RW,62,8,21,29,-1,30,5,3,0,1,15,6,0,106,7.5,834:03,13:27,,renbemi01
179,Mikael Renberg,27,PHX,RW,10,2,4,6,0,2,2,0,0,0,3,1,0,16,12.5,155:10,15:31,,renbemi01
180,Rick Tocchet,35,2TM,RW,80,15,20,35,-1,90,11,4,0,1,18,2,0,130,11.5,1254:30,15:41,,tocchri01
180,Rick Tocchet,35,PHX,RW,64,12,17,29,-5,67,10,2,0,1,15,2,0,107,11.2,1017:58,15:54,,tocchri01
180,Rick Tocchet,35,PHI,RW,16,3,3,6,4,23,1,2,0,0,3,0,0,23,13.0,236:32,14:47,,tocchri01
181,Brendan Morrison,24,2TM,C,56,7,28,35,12,18,5,2,0,1,19,9,0,96,7.3,886:30,15:50,,morribr01
181,Brendan Morrison,24,NJD,C,44,5,21,26,8,8,3,2,0,1,14,7,0,79,6.3,710:15,16:09,,morribr01
181,Brendan Morrison,24,VAN,C,12,2,7,9,4,10,2,0,0,0,5,2,0,17,11.8,176:15,14:41,,morribr01
182,Sylvain Côté,34,3TM,D,76,8,27,35,3,28,3,5,0,2,14,13,0,128,6.3,1624:45,21:23,,cotesy01
182,Sylvain Côté,34,TOR,D,3,0,1,1,1,0,0,0,0,0,0,1,0,3,0.0,65:01,21:40,,cotesy01
182,Sylvain Côté,34,CHI,D,45,6,18,24,-4,14,1,5,0,2,11,7,0,78,7.7,1051:10,23:22,,cotesy01
182,Sylvain Côté,34,DAL,D,28,2,8,10,6,14,2,0,0,0,3,5,0,47,4.3,508:34,18:10,,cotesy01
183,Maxim Afinogenov,20,BUF,RW,65,16,18,34,-4,41,14,2,0,2,12,6,0,128,12.5,854:28,13:09,Calder-18,afinoma01
184,Bates Battaglia,24,CAR,LW,77,16,18,34,20,39,13,3,0,3,17,1,0,86,18.6,1170:38,15:12,Selke-21,battaba01
185,Chris Chelios,38,DET,D,81,3,31,34,48,103,3,0,0,0,25,4,2,135,2.2,2046:54,25:16,ASGASnhl-7Norris-6,chelich01
186,Tim Connolly,18,NYI,C,81,14,20,34,-25,44,11,2,1,1,16,4,0,114,12.3,1320:36,16:18,Calder-15,connoti01
187,Mike Eastwood,32,STL,C,79,19,15,34,5,32,15,1,3,3,13,0,2,83,22.9,1195:49,15:08,,eastwmi01
188,Jochen Hecht,22,STL,RW,63,13,21,34,20,28,8,5,0,1,15,6,0,140,9.3,971:19,15:25,Calder-12,hechtjo01
189,Mike Keane,32,DAL,RW,81,13,21,34,9,41,9,0,4,3,21,0,0,85,15.3,1310:05,16:10,Selke-6,keanemi01
190,Joe Nieuwendyk,33,DAL,C,48,15,19,34,-1,26,8,7,0,2,12,7,0,110,13.6,780:03,16:15,,nieuwjo01
191,Fredrik Olausson,33,MDA,D,70,15,19,34,-13,28,7,8,0,1,5,14,0,120,12.5,1400:40,20:01,,olausfr01
192,Gary Suter,35,SJS,D,76,6,28,34,7,52,3,2,1,0,5,20,3,175,3.4,1785:22,23:30,,suterga01
193,Darryl Sydor,27,DAL,D,74,8,26,34,6,32,3,5,0,1,14,11,1,132,6.1,1694:58,22:54,,sydorda01
194,Stan Drulia,32,TBL,RW,68,11,22,33,-18,24,8,1,2,1,17,5,0,94,11.7,1128:24,16:36,,drulist01
195,Brenden Morrow,21,DAL,LW,64,14,19,33,8,81,11,3,0,3,14,5,0,113,12.4,1013:58,15:51,Calder-15,morrobr01
196,Rob Niedermayer,25,FLA,C,81,10,23,33,-5,46,9,1,0,4,15,8,0,135,7.4,1544:51,19:04,,niedero01
197,Janne Niinimaa,24,EDM,D,81,8,25,33,14,89,4,2,2,0,13,12,0,133,6.0,1981:31,24:28,,niinija01
198,Kimmo Timonen,24,NSH,D,51,8,25,33,-5,26,5,2,1,2,11,14,0,97,8.2,1075:48,21:06,,timonki01
199,Jason Woolley,30,BUF,D,74,8,25,33,14,52,6,2,0,2,9,16,0,113,7.1,1320:57,17:51,,woollja01
200,Drake Berehowsky,28,NSH,D,79,12,20,32,-4,87,7,5,0,1,13,7,0,102,11.8,1789:45,22:39,,berehdr01
201,Calle Johansson,32,WSH,D,82,7,25,32,13,24,6,1,0,3,16,7,2,138,5.1,1961:27,23:55,,johanca01
202,Valeri Kamensky,33,NYR,LW,58,13,19,32,-13,24,10,3,0,1,15,4,0,88,14.8,867:33,14:57,,kamenva01
203,Dean McAmmond,26,CHI,LW,76,14,18,32,11,72,13,1,0,1,16,1,1,118,11.9,1247:59,16:25,,mcammde01
204,Andrei Nazarov,25,CGY,RW,76,10,22,32,3,78,9,1,0,1,20,2,0,110,9.1,892:15,11:44,,nazaran01
205,Brian Rafalski,26,NJD,D,75,5,27,32,21,28,4,1,0,1,21,6,0,128,3.9,1413:37,18:51,AR-1Calder-11,rafalbr01
206,Vitali Yachmenev,25,NSH,RW,68,16,16,32,5,12,14,1,1,3,16,0,0,120,13.3,1049:08,15:26,,yachmvi01
207,Valeri Zelepukin,31,PHI,LW,77,11,21,32,-3,55,9,2,0,3,12,9,0,125,8.8,1125:37,14:37,,zelepva01
208,Vladimir Tsyplakov,30,2TM,LW,63,12,20,32,23,14,11,1,0,2,18,2,0,76,15.8,773:53,12:17,,tsyplvl01
208,Vladimir Tsyplakov,30,LAK,LW,29,6,7,13,6,4,5,1,0,1,7,0,0,30,20.0,308:52,10:39,,tsyplvl01
208,Vladimir Tsyplakov,30,BUF,LW,34,6,13,19,17,10,6,0,0,1,11,2,0,46,13.0,465:01,13:41,,tsyplvl01
209,Jan Bulis,21,WSH,C,56,9,22,31,7,30,9,0,0,1,19,3,0,92,9.8,779:39,13:55,,bulisja01
210,Mike Grier,25,EDM,RW,65,9,22,31,9,68,6,0,3,2,20,1,1,115,7.8,1024:24,15:46,,griermi01
211,Claude Lapointe,31,NYI,C,76,15,16,31,-22,60,12,2,1,3,11,5,0,129,11.6,1492:50,19:39,Selke-20,lapoicl01
212,Aleksey Morozov,22,PIT,RW,68,12,19,31,12,14,11,0,1,0,18,1,0,101,11.9,942:18,13:51,,morozal01
213,Peter Schaefer,22,VAN,LW,71,16,15,31,0,20,12,2,2,4,5,7,3,101,15.8,1081:54,15:14,,schaepe01
214,Jeff Shantz,26,CGY,C,74,13,18,31,-13,30,7,6,0,1,13,5,0,112,11.6,1349:57,18:15,,shantje01
215,Jiří Šlégr,28,PIT,D,74,11,20,31,20,82,11,0,0,2,17,3,0,144,7.6,1580:43,21:22,,slegrji01
216,Yannick Tremblay,24,ATL,D,75,10,21,31,-42,22,5,4,1,2,9,12,0,139,7.2,1459:06,19:27,,trembya01
217,Jörgen Jönsson,27,2TM,LW,81,12,19,31,-8,16,9,1,2,1,17,1,1,116,10.3,1262:43,15:35,,jonssjo01
217,Jörgen Jönsson,27,NYI,LW,68,11,17,28,-6,16,8,1,2,0,15,1,1,95,11.6,1095:45,16:07,,jonssjo01
217,Jörgen Jönsson,27,MDA,LW,13,1,2,3,-2,0,1,0,0,1,2,0,0,21,4.8,166:58,12:51,,jonssjo01
218,Pat Falloon,27,2TM,RW,63,9,22,31,4,14,8,1,0,0,18,4,0,92,9.8,776:14,12:19,,fallopa01
218,Pat Falloon,27,EDM,RW,33,5,13,18,6,4,4,1,0,0,11,2,0,51,9.8,439:37,13:19,,fallopa01
218,Pat Falloon,27,PIT,RW,30,4,9,13,-2,10,4,0,0,0,7,2,0,41,9.8,336:37,11:13,,fallopa01
219,Brian Rolston,26,3TM,LW,77,16,15,31,-12,18,11,5,0,6,10,5,0,206,7.8,1380:40,17:56,,rolstbr01
219,Brian Rolston,26,NJD,LW,11,3,1,4,-2,0,2,1,0,2,0,1,0,33,9.1,210:38,19:09,,rolstbr01
219,Brian Rolston,26,COL,LW,50,8,10,18,-6,12,7,1,0,3,7,3,0,107,7.5,814:38,16:18,,rolstbr01
219,Brian Rolston,26,BOS,LW,16,5,4,9,-4,6,2,3,0,1,3,1,0,66,7.6,355:24,22:13,,rolstbr01
220,Nik Antropov,19,TOR,C,66,12,18,30,14,41,12,0,0,2,16,2,0,89,13.5,844:42,12:48,,antroni01
221,Bryan Berard,22,TOR,D,64,3,27,30,11,42,2,1,0,0,17,10,0,98,3.1,1252:38,19:34,,berarbr01
222,Ted Donato,30,MDA,LW,81,11,19,30,-3,26,9,2,0,3,15,3,1,138,8.0,1181:13,14:35,,donatte01
223,Garry Galley,36,LAK,D,70,9,21,30,9,52,7,2,0,1,10,11,0,96,9.4,1417:27,20:15,,gallega01
224,Martin Gélinas,29,CAR,LW,81,14,16,30,-10,40,11,3,0,0,14,2,0,139,10.1,1105:52,13:39,,gelinma01
225,Dmitri Khristich,30,TOR,LW,53,12,18,30,8,24,9,3,0,0,13,5,0,79,15.2,856:42,16:10,,khrisdm01
226,Trevor Linden,29,MTL,C,50,13,17,30,-3,34,9,4,0,3,12,5,0,87,14.9,892:16,17:51,,lindetr01
227,Mathieu Schneider,30,NYR,D,80,10,20,30,-6,78,7,3,0,1,9,11,0,228,4.4,1800:53,22:31,,schnema01
228,Jason York,29,OTT,D,79,8,22,30,-3,60,7,1,0,1,14,7,1,159,5.0,1843:27,23:20,,yorkja01
229,Dave Scatchard,23,2TM,C,65,12,18,30,-3,117,11,0,1,1,18,0,0,128,9.4,817:16,12:34,,scatcda01
229,Dave Scatchard,23,VAN,C,21,0,4,4,-3,24,0,0,0,0,4,0,0,25,0.0,214:20,10:12,,scatcda01
229,Dave Scatchard,23,NYI,C,44,12,14,26,0,93,11,0,1,1,14,0,0,103,11.7,602:56,13:42,,scatcda01
230,Brian Holzinger,27,2TM,C,73,10,20,30,-3,51,7,1,2,2,18,2,0,104,9.6,1089:40,14:56,,holzibr01
230,Brian Holzinger,27,BUF,C,59,7,17,24,4,30,6,0,1,2,15,2,0,81,8.6,863:17,14:38,,holzibr01
230,Brian Holzinger,27,TBL,C,14,3,3,6,-7,21,1,1,1,0,3,0,0,23,13.0,226:23,16:10,,holzibr01
231,Benoît Brunet,31,MTL,LW,50,14,15,29,3,13,7,6,1,2,10,5,0,103,13.6,898:48,17:59,Byng-25Selke-23,brunebe01
232,Jeff Halpern,23,WSH,C,79,18,11,29,21,39,10,4,4,1,10,1,0,108,16.7,1045:57,13:14,Calder-12,halpeje01
233,Brian Savage,28,MTL,RW,38,17,12,29,-4,19,10,6,1,5,12,0,0,107,15.9,681:32,17:56,,savagbr01
234,Scott Stevens,35,NJD,D,78,8,21,29,30,103,7,0,1,1,18,1,2,133,6.0,1823:31,23:23,ASGASnhl-9Norris-10,stevesc01
235,Eric Weinrich,33,MTL,D,77,4,25,29,4,39,2,2,0,0,8,16,1,120,3.3,1935:28,25:08,ASnhl-13,weinrer01
236,Juha Ylönen,27,PHX,C,76,6,23,29,-6,12,5,0,1,1,21,1,1,82,7.3,1270:29,16:43,,yloneju01
237,Steve Guolla,26,2TM,C,66,10,19,29,-11,15,6,4,0,0,15,3,1,86,11.6,868:03,13:09,,guollst01
237,Steve Guolla,26,TBL,C,46,6,10,16,2,11,4,2,0,0,9,1,0,52,11.5,512:18,11:08,,guollst01
237,Steve Guolla,26,ATL,C,20,4,9,13,-13,4,2,2,0,0,6,2,1,34,11.8,355:45,17:47,,guollst01
238,Hnat Domenichelli,23,2TM,C,59,11,18,29,-21,16,10,1,0,1,11,7,0,125,8.8,861:17,14:36,,domenhn01
238,Hnat Domenichelli,23,CGY,C,32,5,9,14,0,12,4,1,0,1,7,2,0,57,8.8,404:39,12:39,,domenhn01
238,Hnat Domenichelli,23,ATL,C,27,6,9,15,-21,4,6,0,0,0,4,5,0,68,8.8,456:38,16:55,,domenhn01
239,Jason Allison,24,BOS,C,37,10,18,28,5,20,7,3,0,1,9,9,0,66,15.2,797:19,21:33,,allisja02
240,Magnus Arvedson,28,OTT,LW,47,15,13,28,4,36,13,1,1,4,13,0,0,91,16.5,849:19,18:04,,arvedma01
241,Shayne Corson,33,MTL,LW,70,8,20,28,-2,115,6,2,0,1,7,12,1,121,6.6,1336:07,19:05,,corsosh01
242,Anders Eriksson,25,CHI,D,73,3,25,28,4,20,3,0,0,1,15,10,0,86,3.5,1536:46,21:03,,eriksan01
243,David Legwand,19,NSH,C,71,13,15,28,-6,30,9,4,0,2,12,3,0,111,11.7,1045:06,14:43,,legwada01
244,Marty McInnis,29,MDA,RW,62,10,18,28,-4,26,7,2,1,2,9,8,1,129,7.8,1182:21,19:04,,mcinnma01
245,Ville Peltonen,26,NSH,LW,79,6,22,28,-1,22,4,2,0,2,19,3,0,125,4.8,1159:27,14:41,,peltovi01
246,Shaun Van Allen,32,OTT,C,75,9,19,28,20,37,7,0,2,4,18,0,1,75,12.0,885:54,11:49,Selke-23,vanalsh01
247,Darren Van Impe,26,BOS,D,79,5,23,28,-19,73,1,4,0,0,8,15,0,97,5.2,1541:16,19:31,,vanimda01
248,Scott Walker,26,NSH,RW,69,7,21,28,-16,90,6,0,1,0,20,1,0,98,7.1,1091:55,15:49,,walkesc01
249,Todd Warriner,26,2TM,C,73,14,14,28,-8,36,10,3,1,0,11,3,0,133,10.5,1118:14,15:19,,warrito01
249,Todd Warriner,26,TOR,C,18,3,1,4,6,2,3,0,0,0,1,0,0,33,9.1,225:56,12:33,,warrito01
249,Todd Warriner,26,TBL,C,55,11,13,24,-14,34,7,3,1,0,10,3,0,100,11.0,892:18,16:13,,warrito01
250,Mika Alatalo,28,PHX,LW,82,10,17,27,-3,36,9,1,0,1,17,0,0,107,9.3,1034:50,12:37,,alatami01
251,Craig Conroy,28,STL,C,79,12,15,27,5,36,9,1,2,3,13,0,2,98,12.2,1169:42,14:48,Selke-16,conrocr01
252,Boyd Devereaux,21,EDM,C,76,8,19,27,7,20,7,0,1,2,19,0,0,108,7.4,957:37,12:36,,deverbo01
253,Ethan Moreau,24,EDM,LW,73,17,10,27,8,62,16,1,0,3,9,0,1,106,16.0,1103:23,15:07,,moreaet01
254,Marco Sturm,21,SJS,LW,74,12,15,27,4,22,6,2,4,3,14,0,1,120,10.0,1044:29,14:07,,sturmma01
255,Dmitry Yushkevich,28,TOR,D,77,3,24,27,2,55,0,2,1,1,20,3,1,103,2.9,1794:04,23:18,ASGASnhl-19,yushkdm01
256,Darryl Shannon,31,2TM,D,76,6,21,27,-27,87,5,1,0,1,12,9,0,112,5.4,1682:15,22:08,,shannda01
256,Darryl Shannon,31,ATL,D,49,5,13,18,-14,65,4,1,0,1,8,5,0,66,7.6,1046:16,21:21,,shannda01
256,Darryl Shannon,31,CGY,D,27,1,8,9,-13,22,1,0,0,0,4,4,0,46,2.2,635:59,23:33,,shannda01
257,Joe Murphy,32,2TM,RW,55,12,15,27,1,94,8,4,0,2,12,3,0,118,10.2,814:41,14:49,,murphjo01
257,Joe Murphy,32,BOS,RW,26,7,7,14,-7,41,4,3,0,0,4,3,0,68,10.3,395:46,15:13,,murphjo01
257,Joe Murphy,32,WSH,RW,29,5,8,13,8,53,4,1,0,2,8,0,0,50,10.0,418:55,14:27,,murphjo01
258,P.J. Axelsson,24,BOS,LW,81,10,16,26,1,24,10,0,0,4,15,1,0,186,5.4,1354:18,16:43,,axelspj01
259,Alexandre Daigle,24,NYR,RW,58,8,18,26,-5,23,7,1,0,1,13,5,0,52,15.4,636:58,10:59,,daiglal02
260,Josh Green,22,NYI,LW,49,12,14,26,-7,41,10,2,0,3,9,5,0,109,11.0,666:28,13:36,,greenjo01
261,Ed Jovanovski,23,VAN,D,75,5,21,26,-3,54,4,1,0,1,16,1,4,109,4.6,1782:06,23:46,Norris-16,jovaned01
262,Pavel Kubina,22,TBL,D,69,8,18,26,-19,93,2,6,0,3,9,9,0,128,6.3,1531:47,22:12,,kubinpa01
263,Brian Leetch,31,NYR,D,50,7,19,26,-16,20,4,3,0,2,11,8,0,124,5.6,1330:59,26:37,,leetcbr01
264,Sergei Nemchinov,36,NJD,C,53,10,16,26,1,18,9,0,1,1,13,2,1,55,18.2,726:25,13:42,,nemchse01
265,Oleg Petrov,28,MTL,RW,44,2,24,26,10,8,1,1,0,0,18,6,0,96,2.1,697:25,15:51,,petrool01
266,Geoff Sanderson,27,BUF,LW,67,13,13,26,4,22,9,4,0,3,12,1,0,136,9.6,864:37,12:54,,sandege01
267,Dean Sylvester,27,ATL,RW,52,16,10,26,-14,24,15,1,0,2,8,2,0,98,16.3,714:23,13:44,,sylvede01
268,Bret Hedican,29,FLA,D,76,6,19,25,4,68,4,2,0,1,17,2,0,58,10.3,1489:22,19:36,,hedicbr01
269,Steve Heinze,30,BOS,RW,75,12,13,25,-8,36,10,2,0,2,9,4,0,145,8.3,1120:44,14:57,,heinzst01
270,Keith Jones,31,PHI,RW,57,9,16,25,8,82,8,1,0,0,15,1,0,92,9.8,777:34,13:38,,joneske01
271,Kenny Jönsson,25,NYI,D,65,1,24,25,-15,32,0,1,0,0,13,11,0,84,1.2,1574:24,24:13,,jonsske01
272,Oleg Kvasha,21,FLA,RW,78,5,20,25,3,34,3,2,0,0,18,2,0,110,4.5,889:46,11:24,,kvashol01
273,John Madden,26,NJD,LW,74,16,9,25,7,6,10,0,6,3,9,0,0,115,13.9,863:16,11:40,Calder-17Selke-13,maddejo01
274,Richard Matvichuk,26,DAL,D,70,4,21,25,7,42,4,0,0,1,14,6,1,73,5.5,1711:54,24:27,,matviri01
275,Bryan McCabe,24,CHI,D,79,6,19,25,-8,139,4,2,0,2,13,6,0,119,5.0,1847:37,23:23,,mccabbr01
276,Andrei Nikolishin,26,WSH,C,76,11,14,25,6,28,9,0,2,2,12,2,0,98,11.2,1195:11,15:44,,nikolan01
277,Todd Reirden,28,STL,D,56,4,21,25,18,32,4,0,0,1,16,5,0,77,5.2,1025:08,18:18,,reirdto01
278,Randy Robitaille,24,NSH,C,69,11,14,25,-13,10,9,2,0,1,5,9,0,113,9.7,888:08,12:52,,robitra01
279,Patrik Štefan,19,ATL,C,72,5,20,25,-20,30,4,1,0,0,18,2,0,117,4.3,1066:37,14:49,,stefapa01
280,Petr Svoboda,33,TBL,D,70,2,23,25,-11,170,0,2,0,0,10,9,4,93,2.2,1606:29,22:57,ASG,svobope01
281,Rob Valicevic,29,NSH,C,80,14,11,25,-11,21,11,2,1,3,8,1,2,113,12.4,1160:49,14:31,,valicro01
282,Rob DiMaio,31,2TM,RW,62,6,19,25,-9,50,6,0,0,0,18,1,0,111,5.4,1025:26,16:32,,dimairo01
282,Rob DiMaio,31,BOS,RW,50,5,16,21,-1,42,5,0,0,0,16,0,0,93,5.4,839:22,16:47,,dimairo01
282,Rob DiMaio,31,NYR,RW,12,1,3,4,-8,8,1,0,0,0,2,1,0,18,5.6,186:04,15:30,,dimairo01
283,Josef Beránek,30,2TM,C,71,13,12,25,-12,57,9,4,0,1,9,3,0,139,9.4,1028:52,14:29,,beranjo01
283,Josef Beránek,30,EDM,C,58,9,8,17,-6,39,6,3,0,1,6,2,0,107,8.4,771:53,13:19,,beranjo01
283,Josef Beránek,30,PIT,C,13,4,4,8,-6,18,3,1,0,0,3,1,0,32,12.5,256:59,19:46,,beranjo01
284,Adrian Aucoin,26,VAN,D,57,10,14,24,7,30,6,4,0,1,9,5,0,126,7.9,1289:40,22:38,,aucoiad01
285,Matthew Barnaby,26,PIT,LW,64,12,12,24,3,197,12,0,0,3,11,1,0,80,15.0,809:00,12:38,,barnama01
286,Keith Carney,29,PHX,D,82,4,20,24,11,87,4,0,0,1,18,2,0,73,5.5,1738:51,21:12,,carneke01
287,Derian Hatcher,27,DAL,D,57,2,22,24,6,68,2,0,0,0,14,6,2,90,2.2,1483:15,26:01,ASnhl-16Norris-16,hatchde01
288,Stéphane Matteau,30,SJS,RW,69,12,12,24,-3,61,12,0,0,3,12,0,0,73,16.4,818:18,11:52,,mattest01
289,Marty Reasoner,22,STL,C,32,10,14,24,9,20,7,3,0,0,9,5,0,51,19.6,490:45,15:20,,reasoma01
290,Garry Valk,32,TOR,RW,73,10,14,24,-2,44,9,0,1,1,11,1,2,91,11.0,938:08,12:51,,valkga01
291,Lyle Odelein,31,2TM,D,73,2,22,24,-9,123,1,1,0,1,17,4,1,89,2.2,1299:36,17:48,,odelely01
291,Lyle Odelein,31,NJD,D,57,1,15,16,-10,104,1,0,0,1,13,2,0,59,1.7,951:37,16:42,,odelely01
291,Lyle Odelein,31,PHX,D,16,1,7,8,1,19,0,1,0,0,4,2,1,30,3.3,347:59,21:45,,odelely01
292,Terry Yake,31,2TM,RW,61,10,14,24,4,34,7,3,0,3,12,2,0,55,18.2,801:02,13:08,,yakete01
292,Terry Yake,31,STL,RW,26,4,9,13,2,22,2,2,0,2,7,2,0,26,15.4,360:15,13:51,,yakete01
292,Terry Yake,31,WSH,RW,35,6,5,11,2,12,5,1,0,1,5,0,0,29,20.7,440:47,12:36,,yakete01
293,Jason Blake,26,LAK,C,64,5,18,23,4,26,5,0,0,1,14,4,0,131,3.8,721:49,11:17,,blakeja01
294,Sébastien Bordeleau,24,NSH,C,60,10,13,23,-12,30,8,0,2,1,12,0,1,127,7.9,836:29,13:56,,bordese01
295,Rob Brown,31,PIT,RW,50,10,13,23,-13,10,6,4,0,3,2,11,0,73,13.7,531:23,10:38,,brownro01
296,Jim Dowd,31,EDM,C,69,5,18,23,10,45,3,2,0,1,13,5,0,103,4.9,906:24,13:08,,dowdji01
297,Kevin Hatcher,33,NYR,D,74,4,19,23,-10,38,2,2,0,0,10,9,0,112,3.6,1567:55,21:11,,hatchke01
298,Craig Johnson,27,LAK,LW,76,9,14,23,-10,28,8,1,0,1,13,1,0,106,8.5,1059:22,13:56,,johnscr01
299,Scott Pellerin,30,STL,LW,80,8,15,23,9,48,6,0,2,2,14,0,1,120,6.7,1182:45,14:47,,pellesc01
300,Joe Sacco,30,WSH,LW,79,7,16,23,7,50,7,0,0,1,14,0,2,117,6.0,936:09,11:51,,saccojo01
301,Patrick Traverse,25,OTT,D,66,6,17,23,17,21,5,1,0,0,12,5,0,73,8.2,1235:12,18:43,,travepa01
302,Len Barrie,30,2TM,C,60,9,14,23,9,62,9,0,0,0,13,1,0,61,14.8,741:17,12:21,,barrile01
302,Len Barrie,30,LAK,C,46,5,8,13,5,56,5,0,0,0,8,0,0,46,10.9,545:57,11:52,,barrile01
302,Len Barrie,30,FLA,C,14,4,6,10,4,6,4,0,0,0,5,1,0,15,26.7,195:20,13:57,,barrile01
303,Tom Fitzgerald,31,NSH,RW,82,13,9,22,-18,66,10,0,3,1,8,0,1,119,10.9,1143:56,13:57,,fitzgto01
304,Greg Hawgood,31,VAN,D,79,5,17,22,5,26,3,2,0,0,12,5,0,70,7.1,1341:07,16:59,,hawgogr01
305,Ian Laperrière,26,LAK,C,79,9,13,22,-14,185,9,0,0,1,12,0,1,87,10.3,1047:11,13:15,,laperia01
306,Josef Marha,23,CHI,C,81,10,12,22,-10,18,7,2,1,3,11,1,0,91,11.0,1080:13,13:20,,marhajo01
307,Dmitri Mironov,34,WSH,D,73,3,19,22,7,28,2,1,0,0,10,9,0,99,3.0,1486:35,20:22,,mirondm01
308,Kirk Muller,33,DAL,C,47,7,15,22,-3,24,4,3,0,2,9,5,1,57,12.3,770:29,16:24,,mulleki01
309,Paul Ranheim,34,CAR,LW,79,9,13,22,-14,6,9,0,0,2,11,2,0,98,9.2,893:40,11:19,,ranhepa01
310,Mike Stapleton,33,ATL,C,62,10,12,22,-29,30,6,4,0,1,7,5,0,146,6.8,1072:36,17:18,,staplmi01
311,Glen Wesley,31,CAR,D,78,7,15,22,-4,38,6,1,0,0,11,4,0,99,7.1,1679:32,21:32,,weslegl01
312,Jason Wiemer,23,CGY,LW,64,11,11,22,-10,120,9,2,0,3,9,2,0,104,10.6,939:58,14:41,,wiemeja01
313,Clarke Wilm,23,CGY,C,78,10,12,22,-6,67,6,1,3,0,10,2,0,81,12.3,985:38,12:38,,wilmcl01
314,Tyler Wright,26,PIT,C,50,12,10,22,4,45,12,0,0,1,10,0,0,68,17.6,669:56,13:24,,wrighty01
315,Stéphane Yelle,25,COL,C,79,8,14,22,9,28,7,0,1,1,13,1,0,90,8.9,1252:32,15:51,Selke-23,yellest01
316,Rod Brind'Amour,29,2TM,C,45,9,13,22,-13,26,4,4,1,1,9,4,0,87,10.3,914:05,20:19,,brindro01
316,Rod Brind'Amour,29,PHI,C,12,5,3,8,-1,4,1,4,0,0,2,1,0,26,19.2,234:49,19:34,,brindro01
316,Rod Brind'Amour,29,CAR,C,33,4,10,14,-12,22,3,0,1,1,7,3,0,61,6.6,679:16,20:35,,brindro01
317,Kim Johnsson,23,NYR,D,76,6,15,21,-13,46,5,1,0,1,10,5,0,101,5.9,1375:36,18:06,,johnski01
