Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards,upload
847,Patrick Lalime,25,OTT,G,38,0,0,0,0,4,0,0,0,0,,,,0,,2038:16,53:38,,lalimpa01
848,Marc Lamothe,25,CHI,G,2,0,0,0,0,0,0,0,0,0,,,,0,,116:11,58:06,,lamotma01
849,Scott Langkow,24,ATL,G,15,0,0,0,0,0,0,0,0,0,,,,0,,765:07,51:00,,langksc01
850,Jeff Lank,24,PHI,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,26:11,13:06,,lankje01
851,Brad Leeb,20,VAN,RW,2,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,24:15,12:08,,leebbr01
852,Manny Legace,26,DET,G,4,0,0,0,0,0,0,0,0,0,,,,0,,239:36,59:54,,legacma01
853,Alan Letang,24,DAL,D,8,0,0,0,-5,2,0,0,0,0,0,0,0,1,0.0,79:33,9:57,,letanal01
854,Roberto Luongo,20,NYI,G,24,0,0,0,0,0,0,0,0,0,,,,0,,1292:23,53:51,,luongro01
855,Manny Malhotra,19,NYR,C,27,0,0,0,-6,4,0,0,0,0,0,0,0,18,0.0,180:49,6:42,,malhoma01
856,Mike Maneluk,26,PHI,RW,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0.0,7:34,7:34,,manelmi01
857,Norm Maracle,25,ATL,G,32,0,0,0,0,0,0,0,0,0,,,,0,,1618:12,50:34,,maracno01
858,Jamie McLennan,28,STL,G,19,0,0,0,0,2,0,0,0,0,,,,0,,1008:56,53:06,,mclenja01
859,Alfie Michaud,23,VAN,G,2,0,0,0,0,0,0,0,0,0,,,,0,,69:23,34:42,,michaal01
860,Petr Míka,20,NYI,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,13:31,4:30,,mikape01
861,Mike Minard,23,EDM,G,1,0,0,0,0,0,0,0,0,0,,,,0,,60:00,60:00,,minarmi01
862,Willie Mitchell,22,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,32:08,16:04,,mitchwi01
863,Barrie Moore,24,WSH,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,9:50,9:50,,mooreba01
864,David Moravec,26,BUF,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,15:15,15:15,,moravda01
865,Dave Morissette,28,MTL,LW,1,0,0,0,0,5,0,0,0,0,0,0,0,0,,3:50,3:50,,morisda01
866,Marc Moro,22,NSH,D,8,0,0,0,-3,40,0,0,0,0,0,0,0,3,0.0,87:17,10:55,,moroma01
867,Evgeni Nabokov,24,SJS,G,11,0,0,0,0,0,0,0,0,0,,,,0,,414:02,37:38,,nabokev01
868,Evgeny Namestnikov,28,NSH,D,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,31:36,15:48,,namesjo01
869,Jan Němeček,23,LAK,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9:36,9:36,,nemecja01
870,Ville Nieminen,22,COL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,10:12,10:12,,niemivi01
871,Rich Parent,27,TBL,G,14,0,0,0,0,2,0,0,0,0,,,,0,,697:49,49:51,,parenri01
872,Steve Passmore,27,CHI,G,24,0,0,0,0,9,0,0,0,0,,,,0,,1388:22,57:51,,passmst01
873,Michel Picard,30,EDM,LW,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,19:51,9:56,,picarmi01
874,Rudy Poeschek,33,STL,D,12,0,0,0,-3,24,0,0,0,0,0,0,0,8,0.0,135:03,11:15,,poescru01
875,Daren Puppa,34,TBL,G,5,0,0,0,0,2,0,0,0,0,,,,0,,248:59,49:48,,puppada01
876,Dale Purinton,23,NYR,D,1,0,0,0,-1,7,0,0,0,0,0,0,0,1,0.0,12:45,12:45,,purinda01
877,Karel Rachůnek,20,OTT,D,6,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,48:20,8:03,,rachuka01
878,Bill Ranford,33,EDM,G,16,0,0,0,0,2,0,0,0,0,,,,0,,785:28,49:06,,ranfobi01
879,Steve Reinprecht,23,LAK,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,6:01,6:01,,reinpst01
880,Damian Rhodes,30,ATL,G,28,0,0,0,0,2,0,0,0,0,,,,0,,1561:21,55:46,,rhodeda01
881,Mike Richter,33,NYR,G,61,0,0,0,0,4,0,0,0,0,,,,0,,3622:27,59:23,ASG,richtmi01
882,Stéphane Robidas,22,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:54,15:54,,robidst01
883,Dave Roche,24,CGY,LW,2,0,0,0,-1,5,0,0,0,0,0,0,0,3,0.0,17:05,8:33,,rocheda02
884,Dwayne Roloson,30,BUF,G,14,0,0,0,0,0,0,0,0,0,,,,0,,677:10,48:22,,rolosdw01
885,Pavel Rosa,22,LAK,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,34:02,11:21,,rosapa01
886,Dominic Roussel,29,MDA,G,20,0,0,0,0,6,0,0,0,0,,,,0,,988:00,49:24,,roussdo01
887,Kevin Sawyer,25,PHX,RW,3,0,0,0,1,12,0,0,0,0,0,0,0,0,,7:01,2:20,,sawyeke01
888,Corey Schwab,29,VAN,G,6,0,0,0,0,2,0,0,0,0,,,,0,,268:33,44:46,,schwaco01
889,Darrel Scoville,24,CGY,D,6,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,55:46,9:18,,scovida01
890,Jeff Shevalier,25,TBL,LW,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,11:10,2:14,,shevaje01
891,Richard Shulmistra,28,FLA,G,1,0,0,0,0,0,0,0,0,0,,,,0,,60:00,60:00,,shulmri01
892,Andrei Skopintsev,28,TBL,D,4,0,0,0,-4,6,0,0,0,0,0,0,0,0,,56:28,14:07,,skopian01
893,Pēteris Skudra,26,PIT,G,20,0,0,0,0,0,0,0,0,0,,,,0,,922:16,46:07,,skudrpe01
894,D.J. Smith,22,TOR,D,3,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,37:51,12:37,,smithdj01
895,Dan Smith,23,COL,D,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,33:08,11:03,,smithda02
896,Wyatt Smith,22,PHX,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,,23:17,11:39,,smithwy01
897,Lee Sorochan,24,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3:40,3:40,,sorocle01
898,Jeremy Stevenson,25,MDA,LW,3,0,0,0,-1,7,0,0,0,0,0,0,0,2,0.0,20:30,6:50,,steveje01
899,Rick Tabaracci,31,2TM,G,3,0,0,0,0,0,0,0,0,0,,,,0,,119:29,39:50,,tabarri01
899,Rick Tabaracci,31,ATL,G,1,0,0,0,0,0,0,0,0,0,,,,0,,59:02,59:02,,tabarri01
899,Rick Tabaracci,31,COL,G,2,0,0,0,0,0,0,0,0,0,,,,0,,60:27,30:14,,tabarri01
900,Robbie Tallas,26,BOS,G,27,0,0,0,0,6,0,0,0,0,,,,0,,1362:45,50:28,,tallaro01
901,Chris Terreri,35,NJD,G,12,0,0,0,0,2,0,0,0,0,,,,0,,648:52,54:04,,terrech01
902,José Théodore,23,MTL,G,30,0,0,0,0,0,0,0,0,0,,,,0,,1655:03,55:10,,theodjo01
903,Jocelyn Thibault,25,CHI,G,60,0,0,0,0,2,0,0,0,0,,,,0,,3437:34,57:18,,thibajo01
904,Jean-Guy Trudel,24,PHX,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,4:33,4:33,,trudeje01
905,Ron Tugnutt,32,2TM,G,51,0,0,0,0,0,0,0,0,0,,,,0,,2809:05,55:05,,tugnuro01
905,Ron Tugnutt,32,OTT,G,44,0,0,0,0,0,0,0,0,0,,,,0,,2434:46,55:20,,tugnuro01
905,Ron Tugnutt,32,PIT,G,7,0,0,0,0,0,0,0,0,0,,,,0,,374:19,53:28,,tugnuro01
906,Ľubomír Vaic,22,VAN,C,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,29:52,7:28,,vaiclu01
907,Steve Valiquette,22,NYI,G,6,0,0,0,0,0,0,0,0,0,,,,0,,192:49,32:08,,valiqst01
908,David Van Drunen,24,OTT,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4:38,4:38,,vandrda01
909,Alexei Vasiliev,22,NYR,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,15:57,15:57,,vasilal02
910,Terry Virtue,29,NYR,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,12:32,12:32,,virtute01
911,Alexandre Volchkov,22,WSH,RW,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,30:22,10:07,,volchal01
912,Jan Vopat,26,NSH,D,6,0,0,0,1,6,0,0,0,0,0,0,0,3,0.0,107:31,17:55,,vopatja01
913,Vladimír Vůjtek,27,ATL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,32:35,10:52,,vujtevl01
914,Jesse Wallin,21,DET,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19:22,19:22,,wallije01
915,Steve Washburn,24,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14:26,14:26,,washbst01
916,Chris Wells,24,FLA,C,13,0,0,0,-5,14,0,0,0,0,0,0,0,5,0.0,109:01,8:23,,wellsch01
917,Shane Willis,22,CAR,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,11:40,5:50,,willish01
918,Brian Willsie,21,COL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8:16,8:16,,willsbr01
919,Dmitri Yakushin,22,TOR,D,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20:06,10:03,,yakusdm01
920,B.J. Young,22,DET,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1:04,1:04,,youngbj01
921,Jeff Zehr,21,BOS,LW,4,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,29:39,7:25,,zehrje01
